code,snapshot_date,signal,signal_source,pullback_v_is_dry,ibd_candidate_rule,ibd_candidate_price,ibd_candidate_signal_source,ibd_candidate_extra,ibd_entry_valid,ibd_entry_date,ibd_entry_price,ibd_trigger_price,ibd_entry_volume_ratio,ibd_entry_close_vs_trigger_pct,ibd_entry_close_position,ibd_entry_breakout_range_ratio,ibd_entry_rule,ibd_entry_reject_reason,latest_close,current_vs_ibd_candidate_pct,ibd_entry_status,volume_ratio,hold_return,breakout_date,pct_above_ceiling,touched_ema10_count,mbox_count,ceiling,ceiling_date,base_depth_pct,base_mbox_count,base_duration_weeks,base_depth_abs,C_continuous,rank_C_continuous,pullback_count,pullback_duration_weeks,pullback_pct,pullback_pct_off_peak,is_bullish,is_priority,eps_yoy_growth,price_52_week_high,dist_to_52w_high_pct,sector,industry,eps_yoy_growth_source,eps_yoy_growth_status,eps_yoy_growth_missing_reason,eps_growth_type,pool_path,_source_row_order,pit_eps_state,pit_eps_yoy_growth,observation_start_date,observation_start_open,review_opportunity_1w,opportunity_type_1w,first_zone_date_1w,first_zone_close_1w,forward_1w_censored,forward_1w_sessions,forward_1w_return_pct,mfe_1w_pct,mae_1w_pct,stop_8_within_1w,forward_2w_censored,forward_2w_sessions,forward_2w_return_pct,mfe_2w_pct,mae_2w_pct,stop_8_within_2w,forward_3w_censored,forward_3w_sessions,forward_3w_return_pct,mfe_3w_pct,mae_3w_pct,stop_8_within_3w,forward_4w_censored,forward_4w_sessions,forward_4w_return_pct,mfe_4w_pct,mae_4w_pct,stop_8_within_4w,winner_return_top5_1w,winner_mfe_top5_1w,big_winner_any_1w,loser_return_bottom5_1w,severe_loser_1w,big_loser_any_1w,winner_return_top10pct_1w,loser_return_bottom10pct_1w,winner_return_top5_2w,winner_mfe_top5_2w,big_winner_any_2w,loser_return_bottom5_2w,severe_loser_2w,big_loser_any_2w,winner_return_top10pct_2w,loser_return_bottom10pct_2w,winner_return_top5_3w,winner_mfe_top5_3w,big_winner_any_3w,loser_return_bottom5_3w,severe_loser_3w,big_loser_any_3w,winner_return_top10pct_3w,loser_return_bottom10pct_3w,winner_return_top5_4w,winner_mfe_top5_4w,big_winner_any_4w,loser_return_bottom5_4w,severe_loser_4w,big_loser_any_4w,winner_return_top10pct_4w,loser_return_bottom10pct_4w
KLAC,2026-05-22,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,1886.65,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-05-18"", ""ma10_prior_week"": 1671.952, ""pending_high"": 1886.65, ""touch_date"": ""2026-05-04""}",0.0,,,,,,,,,daily_volume_not_confirmed,1888.38,0.09,UNCONFIRMED,0.9429635818926652,8.8,2026-04-06,19.7,2,0,1577.27,2026-01-12,-18.7,2,12,18.7,2.2126436781609193,68.0,1,5.0,-15.1,-2.5,True,False,11.7647058824,1936.89,-2.504530458621812,Electronic Technology,Semiconductors,SEC,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2026-05-22/breakout_follow_pool.csv,1110,VERIFIED,11.7647058824,2026-05-26,193.67100524902344,False,,,,False,5,0.17193722585513438,6.370076068218022,-2.618357424740725,False,False,10,8.847475379602464,11.358438022432749,-2.618357424740725,False,False,15,32.39979474368291,37.95044492292763,-2.618357424740725,False,False,20,26.239859796667673,39.36004181392316,-2.618357424740725,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,True,True,False,False,False,True,False
KRG,2026-05-22,True,ceiling_breakout,,ceiling,26.09,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,27.03,3.6,UNCONFIRMED,0.8725084857412444,0.0,2026-05-18,3.6,0,0,26.09,2024-11-25,-33.7,6,77,33.7,3.181034482758621,38.0,0,,,,True,False,-45.4545454545,27.08,-0.1846381093057458,Finance,Real Estate Investment Trusts,SEC,resolved,,DECLINE,backtest/ibd_skill_replay_pools/2026-05-22/breakout_follow_pool.csv,1080,VERIFIED,-45.4545454545,2026-05-26,27.100000381469727,True,UNCONFIRMED_TO_ZONE,2026-06-01,26.920000076293945,False,5,-0.6642077588266737,1.771215998079989,-0.7011089718933494,False,False,10,2.8782242373332823,3.3210317559466462,-1.5498157578666683,False,False,15,6.383762058613307,8.487081936106634,-1.5498157578666683,False,False,20,5.608857698773351,8.487081936106634,-1.5498157578666683,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KRP,2026-05-22,True,pivot,False,pivot,15.1,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 15.1, ""resistance_date"": ""2026-05-18""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,15.19,0.6,UNCONFIRMED,1.041972750807326,6.1,2026-04-20,8.7,1,0,13.98,2024-07-08,-31.8,5,93,31.8,2.560344827586207,56.0,1,4.0,-9.3,0.6,False,False,,15.4,-1.3636363636363669,Miscellaneous,Investment Trusts/Mutual Funds,,expected_unavailable,NO_PRIOR_YEAR_QUARTER,,backtest/ibd_skill_replay_pools/2026-05-22/breakout_follow_pool.csv,1098,UNKNOWN,,2026-05-26,15.149999618530273,True,UNCONFIRMED_TO_ZONE,2026-06-01,15.220000267028809,False,5,0.46205049677305876,1.9801993286384434,-4.257422576436531,False,False,10,2.442249825411502,3.0032999020642492,-4.257422576436531,False,False,15,-2.1782173730382492,4.290432927863308,-4.257422576436531,False,False,20,-1.3201307874655788,4.290432927863308,-4.257422576436531,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False
LIN,2026-05-22,True,pivot,True,pivot,508.94,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 508.94, ""resistance_date"": ""2026-05-18""}, {""box_type"": ""S_BOX"", ""price"": 510.65, ""resistance_date"": ""2026-05-18""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,517.58,1.7,UNCONFIRMED,0.8440185022306818,4.6,2026-02-16,7.6,2,1,481.05,2024-03-18,-19.7,6,100,19.7,1.6724137931034482,80.0,2,5.0,-4.0,1.4,True,False,13.3903133903,521.28,-0.7097912829956865,Process Industries,Chemicals: Specialty,SEC,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2026-05-22/breakout_follow_pool.csv,1122,VERIFIED,13.3903133903,2026-05-26,517.8499755859375,True,UNCONFIRMED_TO_ZONE,2026-05-26,514.969970703125,False,5,-3.9470836897695483,0.23752854338063845,-5.594278665427376,False,False,10,-3.0761731986524987,0.23752854338063845,-5.594278665427376,False,False,15,0.7009761618131272,1.548714861321665,-5.594278665427376,False,False,20,-1.0794566155936547,1.548714861321665,-5.594278665427376,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LIVN,2026-05-22,True,ceiling_breakout,,ceiling,71.92,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,73.83,2.66,UNCONFIRMED,0.7745452140409865,0.0,2026-05-18,2.7,0,0,71.92,2026-02-23,-21.5,1,12,21.5,2.3563218390804597,63.0,0,,,,True,False,106.6555740433,74.41,-0.7794651256551544,Health Technology,Medical Specialties,SEC,resolved,,TURNAROUND,backtest/ibd_skill_replay_pools/2026-05-22/breakout_follow_pool.csv,1105,VERIFIED,106.6555740433,2026-05-26,74.51000213623047,True,UNCONFIRMED_TO_ZONE,2026-05-26,75.41999816894531,False,5,-0.9394773286368507,1.7514431187235502,-5.059729116056189,False,False,10,0.3892107196522776,1.7514431187235502,-5.059729116056189,False,False,15,6.965500822993653,8.649845000729561,-5.059729116056189,False,False,20,5.596561601650585,8.649845000729561,-5.059729116056189,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LPG,2026-05-22,True,ceiling_breakout,,ceiling,42.15,ceiling_breakout,,1.0,2026-05-19,42.15,42.15,1.7066791982510268,0.0040332147093713,0.6149999999999984,0.0850000000000008,ceiling,,46.46,10.23,EXTENDED,1.9316470796401817,0.0,2026-05-18,10.2,0,0,42.15,2024-05-27,-64.7,7,103,64.7,4.896551724137931,3.0,0,,,,True,True,122.0,48.12,-3.449709060681627,Transportation,Marine Shipping,SEC,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2026-05-22/breakout_follow_pool.csv,1045,VERIFIED,122.0,2026-05-26,46.04999923706055,True,EXTENDED_RETEST_TO_ZONE,2026-05-27,43.470001220703125,False,5,-10.29315514071677,1.520088544053877,-13.159604036902417,True,False,10,-6.188921870442609,1.520088544053877,-13.528772302828818,True,False,15,-6.55809013636901,1.520088544053877,-13.528772302828818,True,False,20,-11.834963850668967,1.520088544053877,-16.56894939093656,True,False,False,False,True,True,True,False,True,False,False,False,True,True,True,False,True,False,False,False,True,True,True,False,True,False,False,False,True,True,True,False,True
LPTH,2026-05-22,True,ceiling_breakout,,ceiling,15.04,ceiling_breakout,,1.0,2026-05-22,15.04,15.04,2.7379434654124055,0.1269946808510638,0.8202247191011234,0.7153558052434458,ceiling,,16.95,12.7,EXTENDED,1.9960055575111957,0.0,2026-05-18,12.7,0,0,15.04,2026-01-12,-42.0,1,18,42.0,4.436781609195402,9.0,0,,,,True,True,22.2222222222,17.43,-2.753872633390708,Electronic Technology,Electronic Components,SEC,resolved,,LOSS_NARROWING,backtest/ibd_skill_replay_pools/2026-05-22/breakout_follow_pool.csv,1051,VERIFIED,22.2222222222,,,False,,,,True,0,,,,False,True,0,,,,False,True,0,,,,False,True,0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LQDA,2026-05-22,True,10_wk_ema_touch_confirm,,ma10_touch_confirm,59.75,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-05-18"", ""ma10_prior_week"": 39.848, ""pending_high"": 59.75, ""touch_date"": ""2026-05-11""}",0.0,,,,,,,,,daily_volume_not_confirmed,60.98,2.06,UNCONFIRMED,1.0773513749060233,7.1,2026-05-11,30.7,1,0,46.67,2026-02-02,-37.6,1,14,37.6,4.120689655172414,15.0,0,,,,True,False,215.5555555556,62.3,-2.1187800963081815,Health Technology,Pharmaceuticals: Major,SEC,resolved,,TURNAROUND,backtest/ibd_skill_replay_pools/2026-05-22/breakout_follow_pool.csv,1057,VERIFIED,215.5555555556,2026-05-26,61.22999954223633,True,UNCONFIRMED_TO_ZONE,2026-05-26,60.099998474121094,False,5,-4.050301422141334,3.64200483244832,-4.24628204076275,False,False,10,4.360610817579413,9.064183045162633,-13.343129560714218,True,False,15,17.262785543923307,18.748978651089885,-13.343129560714218,True,False,20,20.921119498710272,25.90233041683121,-13.343129560714218,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,False
LXFR,2026-05-22,True,ceiling_breakout,,ceiling,15.71,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,16.23,3.31,UNCONFIRMED,0.687488185402194,0.0,2026-05-18,3.3,0,0,15.71,2026-02-16,-29.1,1,13,29.1,2.7701149425287355,50.0,0,,,,True,False,-35.0,16.38,-0.9157509157509124,Non-Energy Minerals,Other Metals/Minerals,SEC,resolved,,DECLINE,backtest/ibd_skill_replay_pools/2026-05-22/breakout_follow_pool.csv,1092,VERIFIED,-35.0,2026-05-26,16.510000228881836,False,,,,False,5,5.693522235167658,5.693522235167658,-1.0296794302676937,False,False,10,5.754081419871437,10.66020717433409,-1.0296794302676937,False,False,15,9.085402660237207,13.506962515574461,-1.0296794302676937,False,False,20,13.022408169135957,17.80739244881726,-1.0296794302676937,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MANU,2026-05-22,True,ceiling_breakout,,ceiling,19.65,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,20.0,1.78,UNCONFIRMED,0.9919563963659008,0.0,2026-05-18,1.8,0,0,19.65,2025-06-23,-25.8,4,47,25.8,2.6206896551724137,54.0,0,,,,True,False,,20.6,-2.912621359223311,Consumer Services,Movies/Entertainment,,expected_unavailable,NO_PRIOR_YEAR_QUARTER,,backtest/ibd_skill_replay_pools/2026-05-22/breakout_follow_pool.csv,1096,UNKNOWN,,2026-05-26,19.690000534057617,True,UNCONFIRMED_TO_ZONE,2026-05-26,19.719999313354492,False,5,10.817669390523177,16.50584008049418,-0.7110273905524322,False,False,10,12.341291210087224,23.006595512587104,-0.7110273905524322,False,False,15,18.334172702325468,23.006595512587104,-0.7110273905524322,False,False,20,8.684606592645272,23.006595512587104,-0.7110273905524322,False,True,True,True,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
MCY,2026-05-22,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,100.69,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-05-18"", ""ma10_prior_week"": 92.869, ""pending_high"": 100.69, ""touch_date"": ""2026-05-04""}",0.0,,,,,,,,,daily_volume_not_confirmed,101.03,0.34,UNCONFIRMED,1.0463359974710718,4.9,2026-04-13,5.1,1,0,96.15,2025-12-22,-14.6,2,16,14.6,1.2701149425287357,85.0,2,3.0,-3.4,0.3,True,False,275.5102040816,103.86,-2.7248218756017684,Finance,Property/Casualty Insurance,SEC,resolved,,TURNAROUND,backtest/ibd_skill_replay_pools/2026-05-22/breakout_follow_pool.csv,1127,VERIFIED,275.5102040816,2026-05-26,100.91999816894531,True,UNCONFIRMED_TO_ZONE,2026-05-26,101.55999755859375,False,5,-2.279028402787886,1.5854127062533419,-5.64803512847879,False,False,10,0.11890878791054327,1.6547742759067896,-5.64803512847879,False,False,15,0.10899783229030291,2.2790359626319923,-5.64803512847879,False,False,20,5.50931954901599,6.0443901950031576,-5.64803512847879,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOV,2026-05-22,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,28.15,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-05-18"", ""ma10_prior_week"": 25.894, ""pending_high"": 28.15, ""touch_date"": ""2026-05-11""}",0.0,,,,,,,,,daily_volume_not_confirmed,28.45,1.07,UNCONFIRMED,0.9486049781437104,40.1,2025-11-24,47.9,3,1,19.24,2024-12-09,-39.4,5,50,39.4,3.689655172413793,26.0,5,6.0,-8.4,-0.0,True,False,55.5555555556,29.24,-2.7017783857729127,Consumer Durables,Other Consumer Specialties,SEC,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2026-05-22/breakout_follow_pool.csv,1068,VERIFIED,55.5555555556,2026-05-26,28.719999313354492,False,,,,False,5,31.023683731836616,34.99304103303387,-2.2632299236442943,False,False,10,31.37186784225403,34.99304103303387,-2.2632299236442943,False,False,15,29.317549713097435,37.98747219916439,-2.2632299236442943,False,False,20,34.71448311880199,37.98747219916439,-2.2632299236442943,False,True,True,True,False,False,False,True,False,True,True,True,False,False,False,True,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False
NMM,2026-05-22,True,pivot,False,pivot,72.71,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 72.71, ""resistance_date"": ""2026-05-18""}], ""selected_pivot"": {""box_type"": ""M_BOX"", ""price"": 72.71, ""resistance_date"": ""2026-05-18""}}",1.0,2026-05-21,77.52,72.71,3.0938073249414892,0.0268188694815019,0.0147058823529417,0.3186274509803923,pivot,,74.52,2.49,ACTIONABLE,1.397529918540205,7.4,2026-03-30,13.7,1,0,65.53,2024-09-23,-56.8,5,79,56.8,3.942528735632184,22.0,2,3.0,-10.1,-4.3,True,True,112.0253164557,80.69,-7.646548519023422,Transportation,Marine Shipping,YahooHistoricalEvent,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2026-05-22/breakout_follow_pool.csv,1064,VERIFIED,112.0253164557,2026-05-26,74.5,True,CURRENT_ACTIONABLE,2026-05-26,73.61000061035156,False,5,-3.42282288826552,0.18791864382341483,-7.3959760217858665,False,False,10,-4.818787030725669,0.18791864382341483,-7.3959760217858665,False,False,15,-0.10738500812709217,2.2818750983116587,-7.3959760217858665,False,False,20,-2.644296940541102,2.2818750983116587,-7.3959760217858665,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NOV,2026-05-22,True,pivot,,pivot,20.37,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 20.37, ""resistance_date"": ""2026-05-18""}, {""box_type"": ""S_BOX"", ""price"": 20.66, ""resistance_date"": ""2026-05-18""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,20.81,2.16,UNCONFIRMED,0.6344806548223565,2.2,2026-05-11,2.2,1,0,20.36,2023-08-28,-48.8,10,141,48.8,3.0718390804597697,41.0,0,,,,True,False,-73.6842105263,21.38,-2.666043030869969,Industrial Services,Oilfield Services/Equipment,SEC,resolved,,DECLINE,backtest/ibd_skill_replay_pools/2026-05-22/breakout_follow_pool.csv,1083,VERIFIED,-73.6842105263,,,False,,,,True,0,,,,False,True,0,,,,False,True,0,,,,False,True,0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NTAP,2026-05-22,True,ceiling_breakout,,ceiling,124.86,ceiling_breakout,,1.0,2026-05-22,124.86,124.86,3.001832839293625,0.1161300656735544,0.8746065057712494,0.7607555089192032,ceiling,,139.36,11.61,EXTENDED,1.3464005997039912,0.0,2026-05-18,11.6,0,0,124.86,2025-09-15,-25.3,2,35,25.3,3.454022988505747,31.0,0,,,,True,True,15.9722222222,141.75,-1.686067019400339,Electronic Technology,Computer Peripherals,SEC,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2026-05-22/breakout_follow_pool.csv,1073,VERIFIED,15.9722222222,2026-05-26,138.50999450683594,False,,,,False,5,29.737928001559034,39.21739186953608,-1.220119305205647,False,False,10,22.95863425955762,39.21739186953608,-1.220119305205647,False,False,15,16.82911973275141,39.21739186953608,-1.220119305205647,False,False,20,13.94124148667828,39.21739186953608,-1.220119305205647,False,True,True,True,False,False,False,True,False,True,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
NXPI,2026-05-22,True,pivot,False,pivot,296.0,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 296.0, ""resistance_date"": ""2026-05-18""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,316.47,6.92,UNCONFIRMED,1.0116225475214404,7.2,2026-04-27,14.7,0,0,275.81,2024-07-08,-47.3,7,94,47.3,4.086206896551724,18.0,1,4.0,-3.8,6.9,True,False,130.7291666667,316.79,-0.1010132895609028,Unknown,Unknown,SEC,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2026-05-22/breakout_follow_pool.csv,1060,VERIFIED,130.7291666667,,,False,,,,True,0,,,,False,True,0,,,,False,True,0,,,,False,True,0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OBK,2026-05-22,True,pivot,False,pivot,45.61,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 45.61, ""resistance_date"": ""2026-05-18""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,47.32,3.75,UNCONFIRMED,0.7057099186097817,13.8,2026-03-30,17.9,1,0,40.14,2025-02-10,-29.8,3,59,29.8,2.7528735632183907,51.0,1,4.0,-6.4,-1.1,True,False,25.3521126761,47.94,-1.2932832707551078,Finance,Regional Banks,SEC,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2026-05-22/breakout_follow_pool.csv,1093,VERIFIED,25.3521126761,2026-05-26,47.45000076293945,True,UNCONFIRMED_TO_ZONE,2026-05-27,47.31999969482422,False,5,-1.1591132312270047,2.528979438661483,-2.381456375018265,False,False,10,1.728134207881138,2.8240255659479185,-2.4762891847586066,False,False,15,3.8566870114504326,6.111691600744229,-2.4762891847586066,False,False,20,6.301365259628944,6.533189513755144,-2.4762891847586066,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OSS,2026-05-22,True,10_wk_ema_touch_confirm,,ma10_touch_confirm,16.95,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-05-18"", ""ma10_prior_week"": 10.381, ""pending_high"": 16.95, ""touch_date"": ""2026-05-04""}",0.0,,,,,,,,,daily_volume_not_confirmed,17.83,5.19,UNCONFIRMED,0.7827264097423507,13.7,2026-05-04,39.8,1,0,12.75,2026-01-12,-46.0,2,16,46.0,4.385057471264368,11.0,0,,,,True,False,77.7777777778,18.49,-3.569497025419144,Unknown,Unknown,SEC,resolved,,LOSS_NARROWING,backtest/ibd_skill_replay_pools/2026-05-22/breakout_follow_pool.csv,1053,VERIFIED,77.7777777778,,,False,,,,True,0,,,,False,True,0,,,,False,True,0,,,,False,True,0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OUST,2026-05-22,True,ceiling_breakout,,ceiling,36.24,ceiling_breakout,,1.0,2026-05-22,36.24,36.24,1.727611876100409,0.0217991169977924,0.6483516483516486,0.2893772893772886,ceiling,,37.03,2.18,ACTIONABLE,1.856245910026027,0.0,2026-05-18,2.2,0,0,36.24,2025-08-11,-54.7,3,40,54.7,4.097701149425287,17.0,0,,,,True,True,33.3333333333,41.65,-11.09243697478991,Electronic Technology,Semiconductors,SEC,resolved,,LOSS_NARROWING,backtest/ibd_skill_replay_pools/2026-05-22/breakout_follow_pool.csv,1059,VERIFIED,33.3333333333,,,False,,,,True,0,,,,False,True,0,,,,False,True,0,,,,False,True,0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OVBC,2026-05-22,True,pivot,False,pivot,46.87,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 46.87, ""resistance_date"": ""2026-05-18""}], ""selected_pivot"": {""box_type"": ""S_BOX"", ""price"": 46.87, ""resistance_date"": ""2026-05-18""}}",1.0,2026-05-22,47.39,46.87,2.3938330025950236,0.0072541071047578,0.1962616822429914,0.3177570093457975,pivot,,47.21,0.73,ACTIONABLE,1.4030486318030702,21.6,2025-11-17,24.8,5,2,37.83,2025-04-28,-29.0,2,29,29.0,3.160919540229885,39.0,4,6.0,-6.1,0.7,True,True,-3.1914893617,48.07,-1.7890576242978962,Finance,Regional Banks,SEC,resolved,,DECLINE,backtest/ibd_skill_replay_pools/2026-05-22/breakout_follow_pool.csv,1081,VERIFIED,-3.1914893617,,,False,,,,True,0,,,,False,True,0,,,,False,True,0,,,,False,True,0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PCB,2026-05-22,True,pivot,False,pivot,23.76,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 23.76, ""resistance_date"": ""2026-05-18""}, {""box_type"": ""S_BOX"", ""price"": 23.76, ""resistance_date"": ""2026-05-18""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,24.54,3.28,UNCONFIRMED,1.125383155743687,12.3,2026-03-23,12.4,2,0,21.83,2022-01-31,-48.6,18,216,48.6,3.5459770114942524,28.0,2,3.0,-6.7,-1.6,True,False,39.6226415094,24.93,-1.564380264741283,Finance,Regional Banks,SEC,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2026-05-22/breakout_follow_pool.csv,1070,VERIFIED,39.6226415094,2026-05-26,24.760000228881836,True,UNCONFIRMED_TO_ZONE,2026-05-26,24.790000915527344,False,5,-1.9386087956349107,0.9693043978174609,-2.302098907734784,False,False,10,2.4636534923776487,3.796448002294972,-3.3521805978736774,False,False,15,5.6138908594477455,8.11793299798611,-3.3521805978736774,False,False,20,9.612274389199715,10.056541793621033,-3.3521805978736774,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PDLB,2026-05-22,True,ceiling_breakout,,ceiling,18.01,ceiling_breakout,,1.0,2026-05-20,18.01,18.01,3.3883323512080143,0.0288728484175457,0.9772727272727276,0.590909090909091,ceiling,,18.57,3.11,ACTIONABLE,1.6603348261938484,0.0,2026-05-18,3.1,0,0,18.01,2025-12-15,-13.8,2,22,13.8,2.1063218390804597,70.0,0,,,,True,True,44.0,18.77,-1.0655301012253535,Finance,Savings Banks,SEC,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2026-05-22/breakout_follow_pool.csv,1112,VERIFIED,44.0,2026-05-26,18.799999237060547,True,CURRENT_ACTIONABLE,2026-05-26,18.84000015258789,False,5,0.2127708359077385,3.2978769382670414,-1.542547978443709,False,False,10,0.4787242353205601,3.2978769382670414,-2.765949848497673,False,False,15,1.648943541869441,4.521278808320983,-2.765949848497673,False,False,20,4.627664226274875,5.212773879549304,-2.765949848497673,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PFG,2026-05-22,True,pivot,False,pivot,101.9,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 101.9, ""resistance_date"": ""2026-05-18""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,103.85,1.91,UNCONFIRMED,0.693699544171695,4.5,2026-04-20,7.1,0,0,97.01,2026-02-02,-12.4,1,11,12.4,1.4770114942528736,82.0,1,4.0,-3.2,1.9,True,False,819.0476190476,104.68,-0.7928926251433044,Finance,Investment Managers,SEC,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2026-05-22/breakout_follow_pool.csv,1124,VERIFIED,819.0476190476,2026-05-26,103.97000122070312,True,UNCONFIRMED_TO_ZONE,2026-05-26,104.70999908447266,False,5,-1.0291427164195843,0.9906691999651329,-2.433393045678922,False,False,10,1.0195225027877397,1.9428648834758144,-3.0008682407909437,False,False,15,6.367216542716836,7.790707299239874,-3.0008682407909437,False,False,20,8.06963478997995,8.156194698447772,-3.0008682407909437,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
