code,rows,symbol_found_count,symbol_found_rate,complete_1w_count,complete_1w_rate,complete_2w_count,complete_2w_rate,complete_3w_count,complete_3w_rate,complete_4w_count,complete_4w_rate
SHOO,2,2,1.0,2,1.0,2,1.0,1,0.5,0,0.0
SHOP,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
SI,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
SIF,4,4,1.0,4,1.0,4,1.0,3,0.75,3,0.75
SILA,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
SILC,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
SION,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
SIRI,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
SITM,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
SKT,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
SKYT,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
SLAB,4,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0
SLB,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
SLDE,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
SMBC,4,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0
SMBK,4,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0
SMTC,8,8,1.0,8,1.0,8,1.0,8,1.0,8,1.0
SN,4,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0
SNA,1,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0
SNDA,4,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0
SNDK,6,6,1.0,6,1.0,6,1.0,6,1.0,6,1.0
SNDR,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
SNEX,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
SNOW,2,2,1.0,2,1.0,2,1.0,1,0.5,0,0.0
SNX,2,2,1.0,2,1.0,2,1.0,2,1.0,1,0.5
SOFI,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
SOLV,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
SON,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
SPFI,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
SPG,4,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0
SPHR,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
SPIR,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
SPNT,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
SRBK,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0
SRCE,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
SRRK,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
SSRM,4,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0
STAG,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
STBA,4,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0
STEL,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
STLD,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
STNG,4,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0
STRL,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
STRZ,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
STT,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
STX,9,9,1.0,9,1.0,9,1.0,9,1.0,9,1.0
SUN,4,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0
SUNC,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
SWBI,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
SWK,1,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0
SWX,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
SXI,4,4,1.0,4,1.0,4,1.0,3,0.75,3,0.75
SXT,2,2,1.0,2,1.0,2,1.0,1,0.5,1,0.5
SYBT,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
SYRE,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
TBBB,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
TBN,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TCBI,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TCBK,4,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0
TDW,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
TEM,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TEN,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
TER,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
TFSL,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
TGTX,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
TH,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
THFF,3,3,1.0,3,1.0,3,1.0,3,1.0,2,0.6666666666666666
THG,3,3,1.0,3,1.0,3,1.0,3,1.0,2,0.6666666666666666
THR,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
THRM,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
TIGO,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0
TILE,1,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0
TJX,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TKO,5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TKR,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
TMP,7,7,1.0,7,1.0,7,1.0,7,1.0,7,1.0
TNGX,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
TNK,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
TNL,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TOWN,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0
TPC,2,2,1.0,2,1.0,2,1.0,1,0.5,1,0.5
TPR,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TRAX,2,2,1.0,2,1.0,2,1.0,2,1.0,1,0.5
TRGP,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
TRIN,2,2,1.0,2,1.0,2,1.0,1,0.5,1,0.5
TRMK,5,5,1.0,5,1.0,5,1.0,5,1.0,4,0.8
TRNO,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
TROW,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
TRS,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TRST,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
TRT,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TRV,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
TRVI,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
TSAT,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TSBK,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
TSEM,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
TSLA,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TSM,7,7,1.0,7,1.0,7,1.0,7,1.0,7,1.0
TSN,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
TTMI,4,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0
TTWO,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TVTX,4,4,1.0,4,1.0,4,1.0,3,0.75,3,0.75
TWIN,2,2,1.0,2,1.0,2,1.0,1,0.5,1,0.5
TWLO,5,5,1.0,5,1.0,5,1.0,4,0.8,4,0.8
TWST,3,3,1.0,3,1.0,3,1.0,2,0.6666666666666666,2,0.6666666666666666
TXN,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
TXRH,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0
UAL,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
UBCP,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
UBS,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
UBSI,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
UCTT,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
UDR,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
UE,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
UFCS,4,4,1.0,4,1.0,4,1.0,3,0.75,3,0.75
UHS,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
UHT,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
UI,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ULS,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
UMAC,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
UMBF,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
UNF,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
UNFI,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
UNM,2,2,1.0,2,1.0,2,1.0,1,0.5,1,0.5
UNP,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0
UNTY,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
URBN,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
URGN,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
URI,2,2,1.0,2,1.0,2,1.0,1,0.5,1,0.5
USAC,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
USCB,3,3,1.0,3,1.0,3,1.0,3,1.0,2,0.6666666666666666
USFD,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
UTI,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
UTMD,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
UVE,7,7,1.0,7,1.0,7,1.0,6,0.8571428571428571,5,0.7142857142857143
UVSP,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
VABK,2,2,1.0,2,1.0,2,1.0,1,0.5,1,0.5
VAC,1,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0
VAL,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
VALE,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
VCTR,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
VCYT,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
VECO,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
VEEV,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
VELO,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
VICR,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
VIK,7,7,1.0,7,1.0,7,1.0,6,0.8571428571428571,6,0.8571428571428571
VIRT,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
VLGEA,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
VLO,4,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0
VMI,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
VOYA,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
VOYG,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
VPG,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
VRSN,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
VRT,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
VRTX,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
VSEC,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
VSH,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
VSXY,3,3,1.0,3,1.0,3,1.0,3,1.0,2,0.6666666666666666
VTR,6,6,1.0,6,1.0,6,1.0,6,1.0,6,1.0
VTRS,3,3,1.0,3,1.0,3,1.0,3,1.0,2,0.6666666666666666
VVX,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
WAB,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
WABC,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
WBI,4,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0
WBS,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
WCC,6,6,1.0,6,1.0,6,1.0,5,0.8333333333333334,4,0.6666666666666666
WDC,6,6,1.0,6,1.0,6,1.0,6,1.0,6,1.0
WELL,7,7,1.0,7,1.0,7,1.0,7,1.0,7,1.0
WERN,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
WES,7,7,1.0,7,1.0,7,1.0,7,1.0,7,1.0
WEYS,4,4,1.0,4,1.0,4,1.0,3,0.75,3,0.75
WFC,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
WFCF,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
WHG,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
WILC,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
WKC,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
WLAC,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
WLFC,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
WLK,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
WLKP,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
WLY,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
WMB,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
WMT,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
WPC,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
WRLD,2,2,1.0,2,1.0,2,1.0,1,0.5,1,0.5
WSBC,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
WSBF,4,4,1.0,4,1.0,4,1.0,3,0.75,3,0.75
WSFS,4,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0
WSM,2,2,1.0,2,1.0,2,1.0,1,0.5,1,0.5
WSR,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
WT,4,4,1.0,4,1.0,4,1.0,3,0.75,3,0.75
WTBA,2,2,1.0,2,1.0,2,1.0,2,1.0,1,0.5
WTFC,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
WTS,2,2,1.0,2,1.0,2,1.0,1,0.5,1,0.5
WTTR,4,4,1.0,4,1.0,4,1.0,3,0.75,3,0.75
WULF,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
WWD,5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
WYFI,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
XENE,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
XHR,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
XMTR,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
XOMA,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
XPO,5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
XYL,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
XZO,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ZION,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0
ZM,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
ZS,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
