snapshot_date,code,reasons,reason_count,exclusive_reason,next_open_w4_return_pct,next_open_w4_stop8,is_top20_winner,is_big_winner
2026-03-27,EQIX,non_actionable,1,non_actionable,12.096255,False,False,False
2026-03-27,NEM,clear_geometry_failure,1,clear_geometry_failure,10.769967,False,False,False
2026-03-27,PFIS,clear_geometry_failure,1,clear_geometry_failure,7.408807,False,False,False
2026-03-27,BKR,non_actionable,1,non_actionable,7.097792,True,False,False
2026-03-27,FCX,non_actionable,1,non_actionable,5.426627,False,False,False
2026-03-27,NFG,non_actionable,1,non_actionable,-7.224734,True,False,False
2026-04-10,INTC,non_actionable,1,non_actionable,108.16983,False,True,True
2026-04-10,SNDK,non_actionable,1,non_actionable,78.477436,False,True,True
2026-04-10,STX,non_actionable,1,non_actionable,66.777395,False,True,True
2026-04-10,SMTC,clear_geometry_failure,1,clear_geometry_failure,59.274382,False,True,True
2026-04-10,HUT,non_actionable|clear_geometry_failure,2,,57.944359,False,True,True
2026-04-10,AEHR,non_actionable,1,non_actionable,51.558197,False,True,True
2026-04-10,WDC,non_actionable,1,non_actionable,51.027939,False,True,True
2026-04-10,ACLS,non_actionable,1,non_actionable,50.538027,False,True,True
2026-04-10,TTMI,non_actionable,1,non_actionable,34.869673,False,True,True
2026-04-10,NVT,non_actionable,1,non_actionable,32.811781,False,True,True
2026-04-10,MRVL,non_actionable,1,non_actionable,31.445282,False,True,True
2026-04-10,GNRC,non_actionable,1,non_actionable,31.415844,False,True,True
2026-04-10,NBIS,non_actionable|eps_unknown,2,,30.413455,False,True,True
2026-04-10,WULF,non_actionable,1,non_actionable,27.287582,False,True,True
2026-04-10,VRT,non_actionable,1,non_actionable,24.725349,False,False,True
2026-04-10,AAOI,non_actionable|clear_geometry_failure,2,,24.486636,True,False,True
2026-04-10,COHR,non_actionable,1,non_actionable,24.183156,False,False,True
2026-04-10,LSCC,non_actionable,1,non_actionable,22.772277,False,False,True
2026-04-10,GLW,non_actionable,1,non_actionable,22.244524,True,False,True
2026-04-10,MKSI,non_actionable,1,non_actionable,19.898668,False,False,False
2026-04-10,CAT,non_actionable,1,non_actionable,17.774298,False,False,False
2026-04-10,KEYS,non_actionable,1,non_actionable,13.578869,False,False,False
2026-04-10,AMAT,non_actionable,1,non_actionable,11.505807,False,False,False
2026-04-10,PFG,non_actionable,1,non_actionable,9.519612,False,False,False
2026-04-10,CMC,non_actionable,1,non_actionable,9.139868,False,False,False
2026-04-10,GEV,non_actionable,1,non_actionable,7.522882,False,False,False
2026-04-10,ASML,non_actionable|eps_unknown,2,,7.103035,False,False,False
2026-04-10,SSRM,non_actionable,1,non_actionable,6.832872,True,False,False
2026-04-10,EWBC,non_actionable,1,non_actionable,6.252192,False,False,False
2026-04-10,C,non_actionable,1,non_actionable,2.791232,False,False,False
2026-04-10,VTR,non_actionable,1,non_actionable,2.72181,False,False,False
2026-04-10,MYE,non_actionable,1,non_actionable,2.479711,True,False,False
2026-04-10,WMT,non_actionable,1,non_actionable,1.224652,False,False,False
2026-04-10,VALE,non_actionable|eps_unknown,2,,0.545124,False,False,False
2026-04-10,ZION,non_actionable,1,non_actionable,0.385195,False,False,False
2026-04-10,AU,non_actionable|eps_unknown,2,,0.263927,True,False,False
2026-04-10,TER,non_actionable,1,non_actionable,0.191361,True,False,False
2026-04-10,FBNC,non_actionable,1,non_actionable,0.085911,False,False,False
2026-04-10,AROW,non_actionable,1,non_actionable,0.083846,False,False,False
2026-04-10,PFIS,clear_geometry_failure,1,clear_geometry_failure,-0.647646,True,False,False
2026-04-10,CTRI,non_actionable,1,non_actionable,-0.717703,False,False,False
2026-04-10,FN,non_actionable,1,non_actionable,-1.174591,False,False,False
2026-04-10,ADC,non_actionable,1,non_actionable,-1.511401,False,False,False
2026-04-10,BWFG,clear_geometry_failure,1,clear_geometry_failure,-2.234103,True,False,False
2026-04-10,D,non_actionable,1,non_actionable,-2.364439,False,False,False
2026-04-10,TCBI,non_actionable,1,non_actionable,-2.422007,False,False,False
2026-04-10,HLT,non_actionable,1,non_actionable,-2.441742,False,False,False
2026-04-10,IVT,non_actionable,1,non_actionable,-2.447443,False,False,False
2026-04-10,XPO,non_actionable,1,non_actionable,-3.926801,False,False,False
2026-04-10,WWD,non_actionable,1,non_actionable,-4.079832,True,False,False
2026-04-10,MTB,non_actionable,1,non_actionable,-4.745653,False,False,False
2026-04-10,GEF,non_actionable|eps_unknown,2,,-4.979134,True,False,False
2026-04-10,INVA,non_actionable,1,non_actionable,-5.378151,False,False,False
2026-04-10,AEIS,non_actionable,1,non_actionable,-5.762027,True,False,False
2026-04-10,HON,non_actionable,1,non_actionable,-6.137749,True,False,False
2026-04-10,DAN,non_actionable,1,non_actionable,-6.309061,False,False,False
2026-04-10,OPY,non_actionable,1,non_actionable,-8.606518,True,False,False
2026-04-10,BBT,non_actionable,1,non_actionable,-9.867785,True,False,False
2026-04-10,AA,non_actionable,1,non_actionable,-10.489414,True,False,False
