snapshot_date,code,current_b0_raw_rank,current_b0_lane,current_b0_eligible,current_b0_reject_reasons,current_b0_selected,current_b0_pick_order,w4_return_pct,w4_stop8,snapshot_w4_return_pct,snapshot_w4_stop8,snapshot_price_valid
2025-12-12,TSLA,22,incomplete_evidence,False,non_actionable,False,,-5.2041,True,-3.039481,False,True
2025-12-12,UBS,18,incomplete_evidence,False,non_actionable|eps_unknown,False,,10.2211,False,10.090218,False,True
2025-12-12,URBN,20,incomplete_evidence,False,non_actionable,False,,-0.694,True,-0.342131,True,True
2025-12-12,ZION,19,incomplete_evidence,False,non_actionable,False,,1.2887,False,2.095601,False,True
2025-12-12,ZM,12,incomplete_evidence,False,non_actionable,False,,-4.6137,True,-4.848079,True,True
2025-12-19,ALM,14,incomplete_evidence,False,non_actionable|eps_unknown,False,,0.58,False,2.48227,False,True
2025-12-19,CEG,18,tail_risk,False,clear_geometry_failure,False,,-15.2957,True,-13.418873,True,True
2025-12-19,CHRW,9,constructive_pullback,True,,False,,5.3721,False,5.588822,False,True
2025-12-19,EXPE,11,constructive_pullback,False,non_actionable,False,,-2.2182,False,-1.430506,False,True
2025-12-19,HLT,4,constructive_pullback,True,,False,,2.7955,False,2.943394,False,True
2025-12-19,HWM,6,constructive_pullback,True,,False,,9.7025,False,10.512328,False,True
2025-12-19,LLY,8,constructive_pullback,True,,False,,-3.5584,False,-3.083589,False,True
2025-12-19,MNST,15,tail_risk,False,clear_geometry_failure,False,,2.5046,False,2.50459,False,True
2025-12-19,MU,3,constructive_pullback,True,,True,3.0,30.9376,False,36.467665,False,True
2025-12-19,PAC,5,constructive_pullback,False,eps_unknown,False,,-0.4559,False,-1.008019,False,True
2025-12-19,PLTR,2,fresh_demand_alpha,True,,True,2.0,-12.3462,True,-11.593753,True,True
2025-12-19,RKLB,12,incomplete_evidence,False,non_actionable,False,,32.0263,True,36.557005,False,True
2025-12-19,RTX,7,constructive_pullback,True,,False,,10.4201,False,10.935244,False,True
2025-12-19,SCHW,1,fresh_demand_alpha,True,,True,1.0,4.2808,False,5.058763,False,True
2025-12-19,SHOP,19,tail_risk,False,clear_geometry_failure,False,,-9.7852,True,-8.114643,True,True
2025-12-19,TKO,16,tail_risk,False,clear_geometry_failure,False,,-5.0473,False,-4.764828,False,True
2025-12-19,TSLA,10,constructive_pullback,False,non_actionable,False,,-10.6924,True,-9.081463,True,True
2025-12-19,TTWO,17,tail_risk,False,clear_geometry_failure,False,,-2.9345,False,-2.934519,False,True
2025-12-19,UAL,13,incomplete_evidence,False,non_actionable,False,,-0.7087,False,-0.438635,False,True
2025-12-26,ALM,17,incomplete_evidence,False,non_actionable|eps_unknown,False,,20.7383,True,17.423442,True,True
2025-12-26,AU,9,constructive_pullback,False,non_actionable|eps_unknown,False,,23.1988,False,16.445352,True,True
2025-12-26,CAH,10,constructive_pullback,False,non_actionable,False,,0.3921,False,0.265932,False,True
2025-12-26,CASY,6,constructive_pullback,False,non_actionable,False,,9.8966,False,9.586748,False,True
2025-12-26,CIEN,11,constructive_pullback,False,non_actionable,False,,-3.4224,True,-5.188679,True,True
