policy,panel,quarter,horizon,role,group,n,unique_tickers,mean,median,p10,p90,positive_return_rate,ambiguous_3w_n,stop_first_3w_n,fast_winner_3w_n,unresolved_3w_n,mae_3w_median,mfe_3w_median,mae_4w_median,mfe_4w_median
high_pct_above_ceiling,all_entries,2024Q4,w4,PRIMARY,retained,653,387,0.0042744775792454975,-0.0036456573225359,-0.11138725585093037,0.13308692935285135,0.4793261868300153,1,167,35,450,-0.0487621140077548,0.0483714389401226,-0.0558077561917972,0.0578668210435953
high_pct_above_ceiling,all_entries,2024Q4,w4,PRIMARY,unknown_feature,0,0,,,,,,0,0,0,0,,,,
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,baseline,611,486,0.002144827368853975,-0.003906246362021,-0.0596789759546358,0.0700443549026712,0.45499181669394434,3,148,38,422,-0.0483176659187183,0.0540874274388545,-0.0582524271844659,0.0639368059227558
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,flagged,159,136,-0.00032846008672316395,-0.004925358049738,-0.07086063806774713,0.08108676712806095,0.4528301886792453,2,48,12,97,-0.0516313780307559,0.0624321956803206,-0.0632140354824363,0.0762987775009644
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,retained,452,375,0.003014855478227349,-0.0031931260869558498,-0.0533908821128691,0.06602856213531158,0.4557522123893805,1,100,26,325,-0.0467148570199343,0.0512062589882804,-0.0538924077063105,0.06170606873731005
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,unknown_feature,0,0,,,,,,0,0,0,0,,,,
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,baseline,611,486,0.006374519719116049,0.0024556657255345,-0.0711212967651869,0.0976008175183209,0.5171849427168577,3,148,38,422,-0.0483176659187183,0.0540874274388545,-0.0582524271844659,0.0639368059227558
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,flagged,159,136,0.0011976284016248472,0.0047691292693428,-0.11260284805722778,0.11861906259968809,0.5283018867924528,2,48,12,97,-0.0516313780307559,0.0624321956803206,-0.0632140354824363,0.0762987775009644
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,retained,452,375,0.008195594319737952,0.00226386569747955,-0.06663047883583097,0.08881879265817226,0.5132743362831859,1,100,26,325,-0.0467148570199343,0.0512062589882804,-0.0538924077063105,0.06170606873731005
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,unknown_feature,0,0,,,,,,0,0,0,0,,,,
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,baseline,611,486,0.014427683306716808,0.0046862170671477,-0.0960989730624668,0.1256884219211231,0.5384615384615384,3,148,38,422,-0.0483176659187183,0.0540874274388545,-0.0582524271844659,0.0639368059227558
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,flagged,159,136,0.005680459578593537,0.0045454967683444,-0.12231760445482484,0.1496313765851631,0.5345911949685535,2,48,12,97,-0.0516313780307559,0.0624321956803206,-0.0632140354824363,0.0762987775009644
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,retained,452,375,0.017504693423468137,0.00471949802430085,-0.08825106619143099,0.12344945606288375,0.5398230088495575,1,100,26,325,-0.0467148570199343,0.0512062589882804,-0.0538924077063105,0.06170606873731005
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,unknown_feature,0,0,,,,,,0,0,0,0,,,,
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w4,PRIMARY,baseline,611,486,0.01080511153699144,-0.0016543945130994,-0.1187139753068327,0.1455012757170894,0.4959083469721768,3,148,38,422,-0.0483176659187183,0.0540874274388545,-0.0582524271844659,0.0639368059227558
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w4,PRIMARY,flagged,159,136,0.00693195066371817,-0.0097629009762901,-0.13384457060096225,0.1717715517935801,0.48427672955974843,2,48,12,97,-0.0516313780307559,0.0624321956803206,-0.0632140354824363,0.0762987775009644
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w4,PRIMARY,retained,452,375,0.012167572994625177,0.000197655135823,-0.10651698574126386,0.13778987023867148,0.5,1,100,26,325,-0.0467148570199343,0.0512062589882804,-0.0538924077063105,0.06170606873731005
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w4,PRIMARY,unknown_feature,0,0,,,,,,0,0,0,0,,,,
deep_pullback,all_entries,2025Q1,w1,PRIMARY,baseline,703,383,-0.005133931017585893,-0.0013553602029762,-0.08310072581777776,0.05626503143825073,0.4850640113798009,5,282,37,379,-0.0656767212820353,0.0476372360429342,-0.0867647470212449,0.0524344054251566
deep_pullback,all_entries,2025Q1,w1,PRIMARY,flagged,114,80,-0.021173038960661052,-0.0040340137555231,-0.15056929612782918,0.06961593751548817,0.4298245614035088,3,65,11,35,-0.1147439602367338,0.0479440465517664,-0.1496522451659339,0.0479440465517664
deep_pullback,all_entries,2025Q1,w1,PRIMARY,retained,589,318,-0.002029587544732635,0.0,-0.07252415347023644,0.05574794299880144,0.49575551782682514,2,217,26,344,-0.0603690472092363,0.0475447476672394,-0.0762162308793168,0.0529715554689007
deep_pullback,all_entries,2025Q1,w1,PRIMARY,unknown_feature,319,205,-0.0016036133581899972,-0.0003910077757092,-0.07343948884976245,0.05446133308296369,0.4890282131661442,2,120,12,185,-0.0628891225899087,0.0473563534089889,-0.0785889578430749,0.0535263556293204
deep_pullback,all_entries,2025Q1,w2,PRIMARY,baseline,703,383,-0.008279429539532332,-0.0094276323048079,-0.12255753244802663,0.07780183497664502,0.43812233285917496,5,282,37,379,-0.0656767212820353,0.0476372360429342,-0.0867647470212449,0.0524344054251566
deep_pullback,all_entries,2025Q1,w2,PRIMARY,flagged,114,80,-0.04124207374004571,-0.038297215283845956,-0.21771617834051907,0.10948079094426327,0.3508771929824561,3,65,11,35,-0.1147439602367338,0.0479440465517664,-0.1496522451659339,0.0479440465517664
deep_pullback,all_entries,2025Q1,w2,PRIMARY,retained,589,318,-0.0018995629200781311,-0.0059537058034065,-0.09801082096979899,0.07501647708511158,0.45500848896434637,2,217,26,344,-0.0603690472092363,0.0475447476672394,-0.0762162308793168,0.0529715554689007
deep_pullback,all_entries,2025Q1,w2,PRIMARY,unknown_feature,319,205,-0.013058180980281494,-0.00976764607505,-0.11387722655153423,0.0657754163229637,0.4231974921630094,2,120,12,185,-0.0628891225899087,0.0473563534089889,-0.0785889578430749,0.0535263556293204
deep_pullback,all_entries,2025Q1,w3,DIAGNOSTIC_ONLY,baseline,703,383,-0.02223875697227599,-0.0210207145439194,-0.15172762870158676,0.09230769937376396,0.40256045519203415,5,282,37,379,-0.0656767212820353,0.0476372360429342,-0.0867647470212449,0.0524344054251566
deep_pullback,all_entries,2025Q1,w3,DIAGNOSTIC_ONLY,flagged,114,80,-0.04096317685575002,-0.04498820013225875,-0.23320820648079005,0.10598183719631044,0.32456140350877194,3,65,11,35,-0.1147439602367338,0.0479440465517664,-0.1496522451659339,0.0479440465517664
deep_pullback,all_entries,2025Q1,w3,DIAGNOSTIC_ONLY,retained,589,318,-0.01861467570450682,-0.0174691035111713,-0.12404907490538303,0.09013197878571132,0.41765704584040747,2,217,26,344,-0.0603690472092363,0.0475447476672394,-0.0762162308793168,0.0529715554689007
deep_pullback,all_entries,2025Q1,w3,DIAGNOSTIC_ONLY,unknown_feature,319,205,-0.02745757318262853,-0.0242631611071134,-0.14828265838904653,0.07835760757767488,0.3824451410658307,2,120,12,185,-0.0628891225899087,0.0473563534089889,-0.0785889578430749,0.0535263556293204
deep_pullback,all_entries,2025Q1,w4,PRIMARY,baseline,703,383,-0.03155629204251042,-0.0269911605699928,-0.17797575939676133,0.09502497407182944,0.36984352773826457,5,282,37,379,-0.0656767212820353,0.0476372360429342,-0.0867647470212449,0.0524344054251566
deep_pullback,all_entries,2025Q1,w4,PRIMARY,flagged,114,80,-0.0535407796685311,-0.053227997783435954,-0.24955652685672747,0.12648164611270082,0.2894736842105263,3,65,11,35,-0.1147439602367338,0.0479440465517664,-0.1496522451659339,0.0479440465517664
deep_pullback,all_entries,2025Q1,w4,PRIMARY,retained,589,318,-0.027301229921345135,-0.0238172948898297,-0.15720055851117176,0.09445225287121509,0.3853989813242784,2,217,26,344,-0.0603690472092363,0.0475447476672394,-0.0762162308793168,0.0529715554689007
deep_pullback,all_entries,2025Q1,w4,PRIMARY,unknown_feature,319,205,-0.033974737287045184,-0.0265521393584396,-0.1514242786799535,0.09158933268753944,0.3667711598746082,2,120,12,185,-0.0628891225899087,0.0473563534089889,-0.0785889578430749,0.0535263556293204
deep_pullback,nonoverlap_w4,2025Q1,w1,PRIMARY,baseline,467,375,-0.005060463461225115,-0.0029558887542807,-0.08428349472448511,0.05644530832090803,0.4689507494646681,4,181,29,253,-0.0636175646889717,0.050167186896834,-0.0763672082543744,0.054458991209654
deep_pullback,nonoverlap_w4,2025Q1,w1,PRIMARY,flagged,87,80,-0.014791053902524151,-0.0036613137880423,-0.1376928660532033,0.10079657130813018,0.42528735632183906,2,48,11,26,-0.1195069432192733,0.0503489658908815,-0.1571949604627915,0.0521739462147587
deep_pullback,nonoverlap_w4,2025Q1,w1,PRIMARY,retained,380,307,-0.002832670386506651,-0.00252808456350765,-0.07276192154869095,0.05476776956197065,0.4789473684210526,2,133,18,227,-0.05620080055326595,0.05013793100158795,-0.06796078847645765,0.0549627503128018
deep_pullback,nonoverlap_w4,2025Q1,w1,PRIMARY,unknown_feature,223,197,-0.002327487629902659,-0.0035335273359583,-0.07621720067262602,0.054265050687755605,0.47085201793721976,2,78,10,133,-0.0602584402395365,0.0498919286919099,-0.0703608143277672,0.0548114758315569
deep_pullback,nonoverlap_w4,2025Q1,w2,PRIMARY,baseline,467,375,-0.0013811067746968872,-0.0066108127800836,-0.12344642102141018,0.08023954549857673,0.44539614561027835,4,181,29,253,-0.0636175646889717,0.050167186896834,-0.0763672082543744,0.054458991209654
deep_pullback,nonoverlap_w4,2025Q1,w2,PRIMARY,flagged,87,80,-0.03244568673897251,-0.0391658562326845,-0.17141330910987987,0.12279673481794723,0.367816091954023,2,48,11,26,-0.1195069432192733,0.0503489658908815,-0.1571949604627915,0.0521739462147587
deep_pullback,nonoverlap_w4,2025Q1,w2,PRIMARY,retained,380,307,0.005731047059229379,-0.00433669501544535,-0.09942357394160488,0.07792453934595088,0.4631578947368421,2,133,18,227,-0.05620080055326595,0.05013793100158795,-0.06796078847645765,0.0549627503128018
deep_pullback,nonoverlap_w4,2025Q1,w2,PRIMARY,unknown_feature,223,197,-0.009436841221833777,-0.0064612854221027,-0.10736581979935332,0.06381341424116123,0.4349775784753363,2,78,10,133,-0.0602584402395365,0.0498919286919099,-0.0703608143277672,0.0548114758315569
deep_pullback,nonoverlap_w4,2025Q1,w3,DIAGNOSTIC_ONLY,baseline,467,375,-0.011960003689388604,-0.012234956721389,-0.13647032870614237,0.09860043756459869,0.43683083511777304,4,181,29,253,-0.0636175646889717,0.050167186896834,-0.0763672082543744,0.054458991209654
deep_pullback,nonoverlap_w4,2025Q1,w3,DIAGNOSTIC_ONLY,flagged,87,80,-0.02809964695978561,-0.0478872789179745,-0.20943023532225322,0.11517438588764427,0.3448275862068966,2,48,11,26,-0.1195069432192733,0.0503489658908815,-0.1571949604627915,0.0521739462147587
deep_pullback,nonoverlap_w4,2025Q1,w3,DIAGNOSTIC_ONLY,retained,380,307,-0.008264874835376657,-0.00822334640364915,-0.11531690382894323,0.09652683195722594,0.45789473684210524,2,133,18,227,-0.05620080055326595,0.05013793100158795,-0.06796078847645765,0.0549627503128018
deep_pullback,nonoverlap_w4,2025Q1,w3,DIAGNOSTIC_ONLY,unknown_feature,223,197,-0.01641949715800591,-0.0152584133475723,-0.12058817225643743,0.09300696526374012,0.4170403587443946,2,78,10,133,-0.0602584402395365,0.0498919286919099,-0.0703608143277672,0.0548114758315569
deep_pullback,nonoverlap_w4,2025Q1,w4,PRIMARY,baseline,467,375,-0.01819317513425985,-0.01895044554053,-0.1651620865056236,0.10521663149846726,0.4068522483940043,4,181,29,253,-0.0636175646889717,0.050167186896834,-0.0763672082543744,0.054458991209654
deep_pullback,nonoverlap_w4,2025Q1,w4,PRIMARY,flagged,87,80,-0.04257714999687018,-0.0441401898918989,-0.24813880942130628,0.12535323968794254,0.3103448275862069,2,48,11,26,-0.1195069432192733,0.0503489658908815,-0.1571949604627915,0.0521739462147587
deep_pullback,nonoverlap_w4,2025Q1,w4,PRIMARY,retained,380,307,-0.012610528257820117,-0.0129965983295297,-0.14030355061383093,0.10217810464769218,0.42894736842105263,2,133,18,227,-0.05620080055326595,0.05013793100158795,-0.06796078847645765,0.0549627503128018
deep_pullback,nonoverlap_w4,2025Q1,w4,PRIMARY,unknown_feature,223,197,-0.020405519636817682,-0.0167610735184727,-0.13994163613727567,0.10706165075185756,0.40358744394618834,2,78,10,133,-0.0602584402395365,0.0498919286919099,-0.0703608143277672,0.0548114758315569
extended_vs_candidate,all_entries,2025Q1,w1,PRIMARY,baseline,703,383,-0.005133931017585893,-0.0013553602029762,-0.08310072581777776,0.05626503143825073,0.4850640113798009,5,282,37,379,-0.0656767212820353,0.0476372360429342,-0.0867647470212449,0.0524344054251566
extended_vs_candidate,all_entries,2025Q1,w1,PRIMARY,flagged,149,130,-0.018792288988546173,-0.00944443690924,-0.11603197363356205,0.05570721713262884,0.38926174496644295,2,68,10,69,-0.0780942458322867,0.0408609425810779,-0.1109529522914672,0.0480089656032711
extended_vs_candidate,all_entries,2025Q1,w1,PRIMARY,retained,554,332,-0.001460473729367332,0.00098073880132945,-0.07706590381244192,0.05637389667340174,0.5108303249097473,3,214,27,310,-0.06058956458176695,0.04896292501644435,-0.08315355564414806,0.0532872726515142
extended_vs_candidate,all_entries,2025Q1,w1,PRIMARY,unknown_feature,0,0,,,,,,0,0,0,0,,,,
extended_vs_candidate,all_entries,2025Q1,w2,PRIMARY,baseline,703,383,-0.008279429539532332,-0.0094276323048079,-0.12255753244802663,0.07780183497664502,0.43812233285917496,5,282,37,379,-0.0656767212820353,0.0476372360429342,-0.0867647470212449,0.0524344054251566
extended_vs_candidate,all_entries,2025Q1,w2,PRIMARY,flagged,149,130,0.005173567629075018,-0.0199097421243094,-0.14581807075789632,0.08789561276612337,0.40939597315436244,2,68,10,69,-0.0780942458322867,0.0408609425810779,-0.1109529522914672,0.0480089656032711
extended_vs_candidate,all_entries,2025Q1,w2,PRIMARY,retained,554,332,-0.011897654409789543,-0.0071748330479762,-0.11512744363504084,0.07508532614170077,0.44584837545126355,3,214,27,310,-0.06058956458176695,0.04896292501644435,-0.08315355564414806,0.0532872726515142
extended_vs_candidate,all_entries,2025Q1,w2,PRIMARY,unknown_feature,0,0,,,,,,0,0,0,0,,,,
extended_vs_candidate,all_entries,2025Q1,w3,DIAGNOSTIC_ONLY,baseline,703,383,-0.02223875697227599,-0.0210207145439194,-0.15172762870158676,0.09230769937376396,0.40256045519203415,5,282,37,379,-0.0656767212820353,0.0476372360429342,-0.0867647470212449,0.0524344054251566
extended_vs_candidate,all_entries,2025Q1,w3,DIAGNOSTIC_ONLY,flagged,149,130,-0.026847492663399173,-0.0289107562740393,-0.20372636614627476,0.0936274150435954,0.3691275167785235,2,68,10,69,-0.0780942458322867,0.0408609425810779,-0.1109529522914672,0.0480089656032711
extended_vs_candidate,all_entries,2025Q1,w3,DIAGNOSTIC_ONLY,retained,554,332,-0.020999223365818675,-0.0192791982455808,-0.14013726728148865,0.09009071051149894,0.41155234657039713,3,214,27,310,-0.06058956458176695,0.04896292501644435,-0.08315355564414806,0.0532872726515142
extended_vs_candidate,all_entries,2025Q1,w3,DIAGNOSTIC_ONLY,unknown_feature,0,0,,,,,,0,0,0,0,,,,
extended_vs_candidate,all_entries,2025Q1,w4,PRIMARY,baseline,703,383,-0.03155629204251042,-0.0269911605699928,-0.17797575939676133,0.09502497407182944,0.36984352773826457,5,282,37,379,-0.0656767212820353,0.0476372360429342,-0.0867647470212449,0.0524344054251566
extended_vs_candidate,all_entries,2025Q1,w4,PRIMARY,flagged,149,130,-0.043772738709357335,-0.0413509928447936,-0.2238059723216034,0.10829720478092891,0.33557046979865773,2,68,10,69,-0.0780942458322867,0.0408609425810779,-0.1109529522914672,0.0480089656032711
extended_vs_candidate,all_entries,2025Q1,w4,PRIMARY,retained,554,332,-0.02827064122417073,-0.025983661205786997,-0.16435332375694867,0.09071951306791759,0.37906137184115524,3,214,27,310,-0.06058956458176695,0.04896292501644435,-0.08315355564414806,0.0532872726515142
extended_vs_candidate,all_entries,2025Q1,w4,PRIMARY,unknown_feature,0,0,,,,,,0,0,0,0,,,,
extended_vs_candidate,nonoverlap_w4,2025Q1,w1,PRIMARY,baseline,467,375,-0.005060463461225115,-0.0029558887542807,-0.08428349472448511,0.05644530832090803,0.4689507494646681,4,181,29,253,-0.0636175646889717,0.050167186896834,-0.0763672082543744,0.054458991209654
extended_vs_candidate,nonoverlap_w4,2025Q1,w1,PRIMARY,flagged,100,94,-0.021596832003234857,-0.0131485703562307,-0.11562467417613477,0.055694526326990075,0.34,1,44,7,48,-0.07764533491663665,0.03806077062410715,-0.09885265660208326,0.04658736766318755
extended_vs_candidate,nonoverlap_w4,2025Q1,w1,PRIMARY,retained,367,311,-0.0005546409702142887,0.0008417379760294,-0.07359791630050475,0.05793435897205621,0.5040871934604905,3,137,22,205,-0.0570096876078825,0.0523158243573054,-0.0718835589627663,0.0553517712080784
extended_vs_candidate,nonoverlap_w4,2025Q1,w1,PRIMARY,unknown_feature,0,0,,,,,,0,0,0,0,,,,
extended_vs_candidate,nonoverlap_w4,2025Q1,w2,PRIMARY,baseline,467,375,-0.0013811067746968872,-0.0066108127800836,-0.12344642102141018,0.08023954549857673,0.44539614561027835,4,181,29,253,-0.0636175646889717,0.050167186896834,-0.0763672082543744,0.054458991209654
extended_vs_candidate,nonoverlap_w4,2025Q1,w2,PRIMARY,flagged,100,94,0.02250845029192703,-0.0212274191064083,-0.1402675689277469,0.09811460016915073,0.4,1,44,7,48,-0.07764533491663665,0.03806077062410715,-0.09885265660208326,0.04658736766318755
extended_vs_candidate,nonoverlap_w4,2025Q1,w2,PRIMARY,retained,367,311,-0.007890522869144816,-0.0049532095365936,-0.116436937660392,0.07957125516782815,0.45776566757493187,3,137,22,205,-0.0570096876078825,0.0523158243573054,-0.0718835589627663,0.0553517712080784
extended_vs_candidate,nonoverlap_w4,2025Q1,w2,PRIMARY,unknown_feature,0,0,,,,,,0,0,0,0,,,,
extended_vs_candidate,nonoverlap_w4,2025Q1,w3,DIAGNOSTIC_ONLY,baseline,467,375,-0.011960003689388604,-0.012234956721389,-0.13647032870614237,0.09860043756459869,0.43683083511777304,4,181,29,253,-0.0636175646889717,0.050167186896834,-0.0763672082543744,0.054458991209654
extended_vs_candidate,nonoverlap_w4,2025Q1,w3,DIAGNOSTIC_ONLY,flagged,100,94,-0.01592408464868557,-0.02559198591532755,-0.20087443155828558,0.1124709575047041,0.39,1,44,7,48,-0.07764533491663665,0.03806077062410715,-0.09885265660208326,0.04658736766318755
extended_vs_candidate,nonoverlap_w4,2025Q1,w3,DIAGNOSTIC_ONLY,retained,367,311,-0.010879872637809049,-0.0088330963211964,-0.12256602776157166,0.09718672629963372,0.44959128065395093,3,137,22,205,-0.0570096876078825,0.0523158243573054,-0.0718835589627663,0.0553517712080784
extended_vs_candidate,nonoverlap_w4,2025Q1,w3,DIAGNOSTIC_ONLY,unknown_feature,0,0,,,,,,0,0,0,0,,,,
extended_vs_candidate,nonoverlap_w4,2025Q1,w4,PRIMARY,baseline,467,375,-0.01819317513425985,-0.01895044554053,-0.1651620865056236,0.10521663149846726,0.4068522483940043,4,181,29,253,-0.0636175646889717,0.050167186896834,-0.0763672082543744,0.054458991209654
extended_vs_candidate,nonoverlap_w4,2025Q1,w4,PRIMARY,flagged,100,94,-0.03138715053542425,-0.0262835010560078,-0.22788573791848157,0.13391845485327517,0.37,1,44,7,48,-0.07764533491663665,0.03806077062410715,-0.09885265660208326,0.04658736766318755
extended_vs_candidate,nonoverlap_w4,2025Q1,w4,PRIMARY,retained,367,311,-0.014598086469092433,-0.0167610735184727,-0.14837523353634857,0.09414560908431584,0.41689373297002724,3,137,22,205,-0.0570096876078825,0.0523158243573054,-0.0718835589627663,0.0553517712080784
extended_vs_candidate,nonoverlap_w4,2025Q1,w4,PRIMARY,unknown_feature,0,0,,,,,,0,0,0,0,,,,
deep_pullback_and_extended,all_entries,2025Q1,w1,PRIMARY,baseline,703,383,-0.005133931017585893,-0.0013553602029762,-0.08310072581777776,0.05626503143825073,0.4850640113798009,5,282,37,379,-0.0656767212820353,0.0476372360429342,-0.0867647470212449,0.0524344054251566
deep_pullback_and_extended,all_entries,2025Q1,w1,PRIMARY,flagged,34,30,-0.040474049267418426,-0.01541240812962295,-0.20006145419919152,0.06406656925143492,0.3235294117647059,2,23,3,6,-0.1815230518026117,0.027457962204939852,-0.21809340723585868,0.031064112582909052
deep_pullback_and_extended,all_entries,2025Q1,w1,PRIMARY,retained,669,368,-0.0033378711962192154,-0.0003910077757092,-0.07922240689845117,0.05607553754101412,0.49327354260089684,3,259,34,373,-0.0623313779722659,0.0478115670256995,-0.0830710371594226,0.0529715554689007
deep_pullback_and_extended,all_entries,2025Q1,w1,PRIMARY,unknown_feature,319,205,-0.0016036133581899972,-0.0003910077757092,-0.07343948884976245,0.05446133308296369,0.4890282131661442,2,120,12,185,-0.0628891225899087,0.0473563534089889,-0.0785889578430749,0.0535263556293204
deep_pullback_and_extended,all_entries,2025Q1,w2,PRIMARY,baseline,703,383,-0.008279429539532332,-0.0094276323048079,-0.12255753244802663,0.07780183497664502,0.43812233285917496,5,282,37,379,-0.0656767212820353,0.0476372360429342,-0.0867647470212449,0.0524344054251566
deep_pullback_and_extended,all_entries,2025Q1,w2,PRIMARY,flagged,34,30,-0.059873505617021,-0.0672463896314071,-0.25351196293968714,0.10449489539098922,0.29411764705882354,2,23,3,6,-0.1815230518026117,0.027457962204939852,-0.21809340723585868,0.031064112582909052
deep_pullback_and_extended,all_entries,2025Q1,w2,PRIMARY,retained,669,368,-0.005657309081184627,-0.0073566471846721,-0.11052198864310676,0.07764014640028082,0.445440956651719,3,259,34,373,-0.0623313779722659,0.0478115670256995,-0.0830710371594226,0.0529715554689007
deep_pullback_and_extended,all_entries,2025Q1,w2,PRIMARY,unknown_feature,319,205,-0.013058180980281494,-0.00976764607505,-0.11387722655153423,0.0657754163229637,0.4231974921630094,2,120,12,185,-0.0628891225899087,0.0473563534089889,-0.0785889578430749,0.0535263556293204
deep_pullback_and_extended,all_entries,2025Q1,w3,DIAGNOSTIC_ONLY,baseline,703,383,-0.02223875697227599,-0.0210207145439194,-0.15172762870158676,0.09230769937376396,0.40256045519203415,5,282,37,379,-0.0656767212820353,0.0476372360429342,-0.0867647470212449,0.0524344054251566
deep_pullback_and_extended,all_entries,2025Q1,w3,DIAGNOSTIC_ONLY,flagged,34,30,-0.07931722271484509,-0.10273178312041764,-0.2701365006639577,0.043008346350697446,0.20588235294117646,2,23,3,6,-0.1815230518026117,0.027457962204939852,-0.21809340723585868,0.031064112582909052
deep_pullback_and_extended,all_entries,2025Q1,w3,DIAGNOSTIC_ONLY,retained,669,368,-0.01933790819014243,-0.0182021562422841,-0.13899698238338598,0.09339007364951113,0.4125560538116592,3,259,34,373,-0.0623313779722659,0.0478115670256995,-0.0830710371594226,0.0529715554689007
deep_pullback_and_extended,all_entries,2025Q1,w3,DIAGNOSTIC_ONLY,unknown_feature,319,205,-0.02745757318262853,-0.0242631611071134,-0.14828265838904653,0.07835760757767488,0.3824451410658307,2,120,12,185,-0.0628891225899087,0.0473563534089889,-0.0785889578430749,0.0535263556293204
deep_pullback_and_extended,all_entries,2025Q1,w4,PRIMARY,baseline,703,383,-0.03155629204251042,-0.0269911605699928,-0.17797575939676133,0.09502497407182944,0.36984352773826457,5,282,37,379,-0.0656767212820353,0.0476372360429342,-0.0867647470212449,0.0524344054251566
deep_pullback_and_extended,all_entries,2025Q1,w4,PRIMARY,flagged,34,30,-0.08725607847444818,-0.0985026982408153,-0.26679186887663053,0.04893530142619077,0.20588235294117646,2,23,3,6,-0.1815230518026117,0.027457962204939852,-0.21809340723585868,0.031064112582909052
deep_pullback_and_extended,all_entries,2025Q1,w4,PRIMARY,retained,669,368,-0.02872551066928788,-0.0260627218463134,-0.16536773586057887,0.09527394873619645,0.3781763826606876,3,259,34,373,-0.0623313779722659,0.0478115670256995,-0.0830710371594226,0.0529715554689007
deep_pullback_and_extended,all_entries,2025Q1,w4,PRIMARY,unknown_feature,319,205,-0.033974737287045184,-0.0265521393584396,-0.1514242786799535,0.09158933268753944,0.3667711598746082,2,120,12,185,-0.0628891225899087,0.0473563534089889,-0.0785889578430749,0.0535263556293204
deep_pullback_and_extended,nonoverlap_w4,2025Q1,w1,PRIMARY,baseline,467,375,-0.005060463461225115,-0.0029558887542807,-0.08428349472448511,0.05644530832090803,0.4689507494646681,4,181,29,253,-0.0636175646889717,0.050167186896834,-0.0763672082543744,0.054458991209654
deep_pullback_and_extended,nonoverlap_w4,2025Q1,w1,PRIMARY,flagged,26,24,-0.03459165913087433,-0.02037839874724065,-0.17815166948240374,0.1051906112669539,0.2692307692307692,1,17,3,5,-0.20964309157536085,0.021746191800560852,-0.22587553027708246,0.02205337881317675
deep_pullback_and_extended,nonoverlap_w4,2025Q1,w1,PRIMARY,retained,441,358,-0.0033193952358036177,-0.0019127533682078,-0.0785066298666838,0.0560123729086019,0.48072562358276644,3,164,26,248,-0.058071374258083,0.0504470474418552,-0.070435372716334,0.0551359718299704
deep_pullback_and_extended,nonoverlap_w4,2025Q1,w1,PRIMARY,unknown_feature,223,197,-0.002327487629902659,-0.0035335273359583,-0.07621720067262602,0.054265050687755605,0.47085201793721976,2,78,10,133,-0.0602584402395365,0.0498919286919099,-0.0703608143277672,0.0548114758315569
deep_pullback_and_extended,nonoverlap_w4,2025Q1,w2,PRIMARY,baseline,467,375,-0.0013811067746968872,-0.0066108127800836,-0.12344642102141018,0.08023954549857673,0.44539614561027835,4,181,29,253,-0.0636175646889717,0.050167186896834,-0.0763672082543744,0.054458991209654
deep_pullback_and_extended,nonoverlap_w4,2025Q1,w2,PRIMARY,flagged,26,24,-0.05046297855309951,-0.0944562599299911,-0.17171976632790925,0.09880839878481401,0.2692307692307692,1,17,3,5,-0.20964309157536085,0.021746191800560852,-0.22587553027708246,0.02205337881317675
deep_pullback_and_extended,nonoverlap_w4,2025Q1,w2,PRIMARY,retained,441,358,0.0015126090217622281,-0.0058873927106246,-0.1076222927308958,0.0799999894766971,0.4557823129251701,3,164,26,248,-0.058071374258083,0.0504470474418552,-0.070435372716334,0.0551359718299704
deep_pullback_and_extended,nonoverlap_w4,2025Q1,w2,PRIMARY,unknown_feature,223,197,-0.009436841221833777,-0.0064612854221027,-0.10736581979935332,0.06381341424116123,0.4349775784753363,2,78,10,133,-0.0602584402395365,0.0498919286919099,-0.0703608143277672,0.0548114758315569
deep_pullback_and_extended,nonoverlap_w4,2025Q1,w3,DIAGNOSTIC_ONLY,baseline,467,375,-0.011960003689388604,-0.012234956721389,-0.13647032870614237,0.09860043756459869,0.43683083511777304,4,181,29,253,-0.0636175646889717,0.050167186896834,-0.0763672082543744,0.054458991209654
deep_pullback_and_extended,nonoverlap_w4,2025Q1,w3,DIAGNOSTIC_ONLY,flagged,26,24,-0.07429944486980883,-0.11134256999155176,-0.25429098398375216,0.029626218072063247,0.19230769230769232,1,17,3,5,-0.20964309157536085,0.021746191800560852,-0.22587553027708246,0.02205337881317675
