policy,panel,quarter,horizon,role,status,n,flagged_n,unknown_n,snapshot_weeks,matched_weeks,evidence_weeks,operational_cash_delta,cash_delta,cash_delta_gross,incremental_vs_random,stop_lift,avoided_gross_loss,foregone_gross_gain,saved_cost,coverage
high_pct_above_ceiling,nonoverlap_w4,2024Q2,w3,DIAGNOSTIC_ONLY,SUPPORTED,406,149,0,13,12,13,0.0032892901391132,0.0032892901391132,0.0026349391190204426,0.009223888495108702,0.09010656930683812,0.01757624990219944,0.014941310783179,0.0006543510200927581,0.327175510046379
high_pct_above_ceiling,nonoverlap_w4,2024Q2,w4,PRIMARY,SUPPORTED,406,149,0,13,12,13,0.007372005031783176,0.007372005031783176,0.006717654011690421,0.012809104533745926,0.09010656930683812,0.022335181705995237,0.015617527694304812,0.0006543510200927581,0.327175510046379
deep_pullback,all_entries,2024Q3,w1,PRIMARY,SUPPORTED,1014,152,545,13,11,13,-0.0007547077542360132,-0.0007547077542360132,-0.0010036800116147676,5.1106702197471775e-05,0.20516187927530452,0.0024517908209203067,0.0034554708325350747,0.0002489722573787543,0.12448612868937713
deep_pullback,all_entries,2024Q3,w2,PRIMARY,SUPPORTED,1014,152,545,13,11,13,0.0002650088845349432,0.0002650088845349432,1.60366271561872e-05,0.0007097599276125109,0.20516187927530452,0.004083015307377388,0.0040669786802212,0.0002489722573787543,0.12448612868937713
deep_pullback,all_entries,2024Q3,w3,DIAGNOSTIC_ONLY,SUPPORTED,1014,152,545,13,11,13,0.0011456601570456536,0.0011456601570456536,0.0008966878996668974,0.0017124585665787481,0.20516187927530452,0.005169107581517356,0.004272419681850458,0.0002489722573787543,0.12448612868937713
deep_pullback,all_entries,2024Q3,w4,PRIMARY,SUPPORTED,1014,152,545,13,11,13,0.000666846848732009,0.000666846848732009,0.0004178745913532563,0.0017999836614397888,0.20516187927530452,0.005144549976681136,0.0047266753853278795,0.0002489722573787543,0.12448612868937713
deep_pullback,nonoverlap_w4,2024Q3,w1,PRIMARY,SUPPORTED,659,108,365,13,11,13,-0.0013831834244736666,-0.0013831834244736666,-0.0016513389421819557,-0.0002256821141785625,0.1805728981209552,0.00208761639496871,0.003738955337150666,0.0002681555177082906,0.13407775885414525
deep_pullback,nonoverlap_w4,2024Q3,w2,PRIMARY,SUPPORTED,659,108,365,13,11,13,-0.00030518208456066807,-0.00030518208456066807,-0.0005733376022689572,0.00032618439401725316,0.1805728981209552,0.003483649042694038,0.004056986644962996,0.0002681555177082906,0.13407775885414525
deep_pullback,nonoverlap_w4,2024Q3,w3,DIAGNOSTIC_ONLY,SUPPORTED,659,108,365,13,11,13,0.0003161332606758337,0.0003161332606758337,4.7977742967543585e-05,0.0010299561902508089,0.1805728981209552,0.004379953413890681,0.004331975670923138,0.0002681555177082906,0.13407775885414525
deep_pullback,nonoverlap_w4,2024Q3,w4,PRIMARY,SUPPORTED,659,108,365,13,11,13,-0.0002782706309607839,-0.0002782706309607839,-0.0005464261486690749,0.0009396054117485407,0.1805728981209552,0.004416734271230087,0.004963160419899161,0.0002681555177082906,0.13407775885414525
extended_vs_candidate,all_entries,2024Q3,w1,PRIMARY,SUPPORTED,1014,194,0,13,13,13,-0.0022064351893624472,-0.0022064351893624472,-0.002582728692708188,-0.001515822633117087,0.06329746940958657,0.0034152221204009924,0.00599795081310918,0.0003762935033457422,0.1881467516728711
extended_vs_candidate,all_entries,2024Q3,w2,PRIMARY,SUPPORTED,1014,194,0,13,13,13,-0.0024086706915886396,-0.0024086706915886396,-0.0027849641949343803,-0.0018447753394418244,0.06329746940958657,0.004997413989159916,0.007782378184094296,0.0003762935033457422,0.1881467516728711
extended_vs_candidate,all_entries,2024Q3,w3,DIAGNOSTIC_ONLY,SUPPORTED,1014,194,0,13,13,13,-0.002232557115194713,-0.002232557115194713,-0.0026088506185404574,-0.00025509591619686577,0.06329746940958657,0.005027264571582894,0.007636115190123352,0.0003762935033457422,0.1881467516728711
extended_vs_candidate,all_entries,2024Q3,w4,PRIMARY,SUPPORTED,1014,194,0,13,13,13,-0.003461369512442698,-0.003461369512442698,-0.00383766301578844,5.347463135076127e-05,0.06329746940958657,0.00473818407738346,0.0085758470931719,0.0003762935033457422,0.1881467516728711
extended_vs_candidate,nonoverlap_w4,2024Q3,w1,PRIMARY,SUPPORTED,659,134,0,13,13,13,-0.002615886016015853,-0.002615886016015853,-0.003034900110215447,-0.0016426365433716314,0.07482612547426279,0.0036826298151272116,0.006717529925342659,0.00041901409419959625,0.20950704709979814
extended_vs_candidate,nonoverlap_w4,2024Q3,w2,PRIMARY,SUPPORTED,659,134,0,13,13,13,-0.0029440796131391133,-0.0029440796131391133,-0.003363093707338706,-0.0019951918192065,0.07482612547426279,0.005203521557310474,0.00856661526464918,0.00041901409419959625,0.20950704709979814
extended_vs_candidate,nonoverlap_w4,2024Q3,w3,DIAGNOSTIC_ONLY,SUPPORTED,659,134,0,13,13,13,-0.0023486842182102283,-0.0023486842182102283,-0.0027676983124098257,0.00011141286884646717,0.07482612547426279,0.005486913065502705,0.008254611377912531,0.00041901409419959625,0.20950704709979814
extended_vs_candidate,nonoverlap_w4,2024Q3,w4,PRIMARY,SUPPORTED,659,134,0,13,13,13,-0.0031742820556056174,-0.0031742820556056174,-0.003593296149805215,0.00045130600634055336,0.07482612547426279,0.005424822900288937,0.009018119050094153,0.00041901409419959625,0.20950704709979814
deep_pullback_and_extended,all_entries,2024Q3,w1,PRIMARY,SUPPORTED,1014,29,545,13,9,13,-0.0006230459530613831,-0.0006230459530613831,-0.0006700030809008632,-0.00032004738820995394,0.12927402561376825,0.0003831430112785868,0.00105314609217945,4.6957127839480787e-05,0.023478563919740396
deep_pullback_and_extended,all_entries,2024Q3,w2,PRIMARY,SUPPORTED,1014,29,545,13,9,13,-0.0003701872330714809,-0.0003701872330714809,-0.0004171443609109626,-0.00016296455137980394,0.12927402561376825,0.0005534590227192238,0.0009706033836301865,4.6957127839480787e-05,0.023478563919740396
deep_pullback_and_extended,all_entries,2024Q3,w3,DIAGNOSTIC_ONLY,SUPPORTED,1014,29,545,13,9,13,7.101953675850185e-05,7.101953675850185e-05,2.4062408919018016e-05,0.0002499080069352663,0.12927402561376825,0.0008341751537976071,0.0008101127448785889,4.6957127839480787e-05,0.023478563919740396
deep_pullback_and_extended,all_entries,2024Q3,w4,PRIMARY,SUPPORTED,1014,29,545,13,9,13,-9.80405488604848e-05,-9.80405488604848e-05,-0.00014499767669996343,0.00015654057835170866,0.12927402561376825,0.0006566571861343066,0.00080165486283427,4.6957127839480787e-05,0.023478563919740396
deep_pullback_and_extended,nonoverlap_w4,2024Q3,w1,PRIMARY,SUPPORTED,659,25,365,13,9,13,-0.0007756094456489546,-0.0007756094456489546,-0.0008385290455585202,-0.0002872604146808087,0.13621640227338871,0.0004084290287522979,0.0012469580743108182,6.291959990956647e-05,0.031459799954783235
deep_pullback_and_extended,nonoverlap_w4,2024Q3,w2,PRIMARY,SUPPORTED,659,25,365,13,9,13,-0.0005273986349739047,-0.0005273986349739047,-0.0005903182348834687,-9.037955890689747e-05,0.13621640227338871,0.0004951225952624941,0.0010854408301459628,6.291959990956647e-05,0.031459799954783235
deep_pullback_and_extended,nonoverlap_w4,2024Q3,w3,DIAGNOSTIC_ONLY,SUPPORTED,659,25,365,13,9,13,0.00011212416894470215,0.00011212416894470215,4.920456903513542e-05,0.0004595760791710244,0.13621640227338871,0.0009433266929704541,0.0008941221239353185,6.291959990956647e-05,0.031459799954783235
deep_pullback_and_extended,nonoverlap_w4,2024Q3,w4,PRIMARY,SUPPORTED,659,25,365,13,9,13,0.00013647469238197308,0.00013647469238197308,7.355509247240732e-05,0.0005265079746100662,0.13621640227338871,0.0009049007829974436,0.0008313456905250364,6.291959990956647e-05,0.031459799954783235
high_pct_above_ceiling,all_entries,2024Q3,w1,PRIMARY,SUPPORTED,1014,249,0,13,12,13,-0.0010980517271448487,-0.0010980517271448487,-0.0015342943219805092,8.204825437382133e-05,0.0908698502882878,0.003916114126619045,0.005450408448599554,0.0004362425948356589,0.21812129741782946
high_pct_above_ceiling,all_entries,2024Q3,w2,PRIMARY,SUPPORTED,1014,249,0,13,12,13,-0.0010899384052283508,-0.0010899384052283508,-0.0015261810000640095,-9.764442323063653e-05,0.0908698502882878,0.0060197686046932035,0.0075459496047572145,0.0004362425948356589,0.21812129741782946
high_pct_above_ceiling,all_entries,2024Q3,w3,DIAGNOSTIC_ONLY,SUPPORTED,1014,249,0,13,12,13,-0.0006384554433068594,-0.0006384554433068594,-0.0010746980381425204,0.000544959604772747,0.0908698502882878,0.007312700623861149,0.008387398662003668,0.0004362425948356589,0.21812129741782946
