code,weeks_present,first_seen,last_seen,row_count,has_signal
CAT,42,2025-10-10,2026-08-07,42,True
C,42,2025-10-10,2026-08-07,42,True
MNST,42,2025-10-10,2026-08-07,42,True
SNDK,42,2025-10-10,2026-08-07,42,True
MU,42,2025-10-10,2026-08-07,42,True
CASY,42,2025-10-10,2026-08-07,42,True
WDC,42,2025-10-10,2026-08-07,42,True
TSM,41,2025-10-10,2026-08-07,41,True
STX,41,2025-10-10,2026-08-07,41,True
COHR,41,2025-10-24,2026-08-07,41,True
ROST,41,2025-10-24,2026-08-07,41,True
VTR,41,2025-10-24,2026-08-07,41,True
CIEN,40,2025-10-10,2026-07-24,40,True
BTSG,40,2025-10-31,2026-08-07,40,True
SANM,38,2025-10-10,2026-07-31,38,True
FN,38,2025-10-10,2026-07-17,38,True
HUT,38,2025-10-10,2026-07-31,38,True
LGND,38,2025-10-10,2026-08-07,38,True
WULF,36,2025-10-10,2026-08-07,36,True
LSCC,36,2025-10-31,2026-08-07,36,True
MS,35,2025-10-10,2026-08-07,35,True
HWM,35,2025-10-10,2026-08-07,35,True
AMAT,35,2025-12-05,2026-08-07,35,True
VRT,34,2025-10-10,2026-07-17,34,True
GH,34,2025-10-10,2026-08-07,34,True
JNJ,34,2025-10-10,2026-08-07,34,True
GOOG,33,2025-10-10,2026-06-18,33,True
HLT,33,2025-11-28,2026-07-24,33,True
WWD,33,2025-11-28,2026-07-17,33,True
IBKR,32,2025-10-10,2026-08-07,32,True
ASML,32,2025-12-05,2026-08-07,32,True
FEIM,31,2025-10-10,2026-07-24,31,True
BKR,31,2025-10-24,2026-07-02,31,True
SHEL,31,2025-10-24,2026-06-05,31,True
WELL,30,2025-10-10,2026-08-07,30,True
NBIS,30,2025-10-10,2026-08-07,30,True
RTX,30,2025-10-10,2026-08-07,30,True
SMTC,30,2025-12-05,2026-08-07,30,True
PFG,30,2025-12-12,2026-08-07,30,True
SEDG,29,2025-10-10,2026-07-24,29,True
CAH,29,2025-10-31,2026-07-10,29,True
MRNA,29,2026-01-16,2026-08-07,29,True
NYAX,28,2025-10-10,2026-07-31,28,True
AU,28,2025-10-10,2026-05-01,28,True
AAPL,28,2025-10-24,2026-08-07,28,True
TTMI,28,2026-01-23,2026-08-07,28,True
TPR,27,2025-10-10,2026-04-24,27,True
LLY,27,2025-11-14,2026-08-07,27,True
WES,27,2025-11-28,2026-08-07,27,True
AXTI,27,2026-01-16,2026-07-24,27,True
VICR,27,2026-01-23,2026-07-31,27,True
CHRW,26,2025-10-10,2026-07-17,26,True
ALM,26,2025-10-10,2026-06-18,26,True
FIGS,26,2025-10-31,2026-05-01,26,True
LITE,26,2026-01-16,2026-07-17,26,True
XPO,26,2026-02-13,2026-08-07,26,True
DOCN,26,2026-02-13,2026-08-07,26,True
IVT,26,2026-02-13,2026-08-07,26,True
MKSI,26,2026-02-13,2026-08-07,26,True
TIGO,26,2026-02-13,2026-08-07,26,True
EA,25,2025-10-10,2026-07-31,25,True
FE,25,2025-10-31,2026-04-24,25,True
EWBC,25,2025-12-05,2026-08-07,25,True
GSK,24,2025-10-10,2026-04-10,24,True
JPM,24,2025-10-10,2026-08-07,24,True
CRDO,24,2025-10-10,2026-08-07,24,True
AZN,24,2025-11-14,2026-05-01,24,True
AAOI,24,2026-01-30,2026-07-17,24,True
RKLB,23,2025-10-10,2026-06-18,23,True
PFIS,23,2026-02-13,2026-08-07,23,True
KEYS,23,2026-03-06,2026-08-07,23,True
MPC,23,2026-03-06,2026-08-07,23,True
GLW,23,2026-03-06,2026-08-07,23,True
AVGO,22,2025-10-10,2026-05-29,22,True
NTRA,22,2025-10-24,2026-08-07,22,True
WMT,22,2025-10-24,2026-04-17,22,True
ROKU,22,2025-10-31,2026-08-07,22,True
KO,22,2025-11-28,2026-08-07,22,True
DAN,22,2026-01-23,2026-06-26,22,True
ENLT,22,2026-03-06,2026-07-31,22,True
EXPE,21,2025-10-10,2026-08-07,21,True
MTZ,21,2026-02-13,2026-07-02,21,True
AEIS,21,2026-02-13,2026-07-02,21,True
TER,21,2026-03-20,2026-08-07,21,True
OUST,20,2025-10-10,2026-07-17,20,True
ABBV,20,2025-10-10,2026-08-07,20,True
KLAC,20,2025-10-10,2026-08-07,20,True
AMD,20,2025-10-24,2026-08-07,20,True
ZION,20,2025-12-12,2026-08-07,20,True
KRYS,20,2026-02-13,2026-08-07,20,True
DELL,20,2026-03-27,2026-08-07,20,True
WFC,19,2025-10-24,2026-03-06,19,True
MMM,19,2025-10-24,2026-08-07,19,True
VALE,19,2026-01-09,2026-05-22,19,True
OPLN,19,2026-01-23,2026-08-07,19,True
GNRC,19,2026-02-13,2026-07-17,19,True
NATL,19,2026-02-13,2026-06-18,19,True
APEI,19,2026-02-13,2026-06-18,19,True
CBL,19,2026-02-13,2026-08-07,19,True
INSW,19,2026-04-02,2026-08-07,19,True
MRVL,19,2026-04-02,2026-08-07,19,True
AROW,19,2026-04-02,2026-08-07,19,True
TMP,19,2026-04-02,2026-08-07,19,True
NVT,19,2026-04-02,2026-08-07,19,True
NHC,19,2026-04-02,2026-08-07,19,True
SENEA,19,2026-04-02,2026-08-07,19,True
HG,19,2026-04-02,2026-08-07,19,True
BWFG,19,2026-04-02,2026-08-07,19,True
VIK,19,2026-04-02,2026-08-07,19,True
ELA,19,2026-04-02,2026-08-07,19,True
OII,19,2026-04-02,2026-08-07,19,True
FRO,19,2026-04-02,2026-08-07,19,True
MSGS,19,2026-04-02,2026-08-07,19,True
FTAI,18,2025-10-24,2026-05-01,18,True
ALB,18,2025-11-21,2026-04-17,18,True
GEV,18,2026-01-02,2026-06-26,18,True
FCX,18,2026-01-09,2026-05-22,18,True
TXN,18,2026-02-13,2026-08-07,18,True
RSI,18,2026-04-02,2026-08-07,18,True
PL,18,2026-04-02,2026-07-31,18,True
VLO,18,2026-04-02,2026-08-07,18,True
LINC,18,2026-04-02,2026-08-07,18,True
ECO,18,2026-04-02,2026-08-07,18,True
INTC,18,2026-04-10,2026-08-07,18,True
AEHR,18,2026-04-10,2026-08-07,18,True
ACLS,18,2026-04-10,2026-08-07,18,True
UI,17,2025-10-10,2026-05-08,17,True
PAC,17,2025-10-10,2026-04-24,17,True
NET,17,2025-10-10,2026-08-07,17,True
NU,17,2025-10-24,2026-02-20,17,True
ALL,17,2025-11-14,2026-08-07,17,True
SATS,17,2026-01-16,2026-05-15,17,True
HCSG,17,2026-04-02,2026-08-07,17,True
KN,17,2026-04-17,2026-08-07,17,False
MATX,17,2026-04-17,2026-08-07,17,True
SRCE,17,2026-04-17,2026-08-07,17,True
AMAL,17,2026-04-17,2026-08-07,17,True
ALNT,17,2026-04-17,2026-08-07,17,True
NTB,17,2026-04-17,2026-08-07,17,True
SLAB,17,2026-04-17,2026-08-07,17,True
LIND,17,2026-04-17,2026-08-07,17,True
CCBG,17,2026-04-17,2026-08-07,17,True
SNX,17,2026-04-17,2026-08-07,17,True
GHM,17,2026-04-17,2026-08-07,17,True
TRMK,17,2026-04-17,2026-08-07,17,True
TSEM,17,2026-04-17,2026-08-07,17,True
NTRS,17,2026-04-17,2026-08-07,17,True
STT,17,2026-04-17,2026-08-07,17,True
BOTJ,17,2026-04-17,2026-08-07,17,True
MYRG,17,2026-04-17,2026-08-07,17,True
BLX,17,2026-04-17,2026-08-07,17,True
BFH,17,2026-04-17,2026-08-07,17,True
CCNE,17,2026-04-17,2026-08-07,17,True
ORKA,17,2026-04-17,2026-08-07,17,True
ITRN,17,2026-04-17,2026-08-07,17,True
ODC,17,2026-04-17,2026-08-07,17,True
NVMI,17,2026-04-17,2026-08-07,17,True
ESE,17,2026-04-17,2026-08-07,17,True
CSX,17,2026-04-17,2026-08-07,17,True
SXI,17,2026-04-17,2026-08-07,17,True
OSBC,17,2026-04-17,2026-08-07,17,True
CZWI,17,2026-04-17,2026-08-07,17,True
AAMI,17,2026-04-17,2026-08-07,17,True
MOV,17,2026-04-17,2026-08-07,17,True
EZPW,17,2026-04-17,2026-08-07,17,True
PCB,17,2026-04-17,2026-08-07,17,True
AGX,17,2026-04-17,2026-08-07,17,True
OVBC,17,2026-04-17,2026-08-07,17,True
FLEX,17,2026-04-17,2026-08-07,17,True
JBHT,17,2026-04-17,2026-08-07,17,True
FBP,17,2026-04-17,2026-08-07,17,True
PKBK,17,2026-04-17,2026-08-07,17,True
SPHR,17,2026-04-17,2026-08-07,17,True
JAZZ,17,2026-04-17,2026-08-07,17,True
RPRX,17,2026-04-17,2026-08-07,17,True
ELVN,17,2026-04-17,2026-08-07,17,True
CAC,17,2026-04-17,2026-08-07,17,True
FDX,17,2026-04-17,2026-08-07,17,True
CATY,17,2026-04-17,2026-08-07,17,True
JBL,17,2026-04-17,2026-08-07,17,True
GSBC,17,2026-04-17,2026-08-07,17,True
MSM,17,2026-04-17,2026-08-07,17,True
AIP,17,2026-04-17,2026-08-07,17,True
OBK,17,2026-04-17,2026-08-07,17,True
UVSP,17,2026-04-17,2026-08-07,17,True
CMI,17,2026-04-17,2026-08-07,17,True
UVE,17,2026-04-17,2026-08-07,17,True
PKE,17,2026-04-17,2026-08-07,17,True
ARMK,17,2026-04-17,2026-08-07,17,True
UFCS,17,2026-04-17,2026-08-07,17,True
ADI,17,2026-04-17,2026-08-07,17,True
CVEO,17,2026-04-17,2026-08-07,17,True
ALAB,16,2025-10-10,2026-08-07,16,True
TKO,16,2025-10-10,2026-04-02,16,True
SOFI,16,2025-10-10,2026-01-30,16,True
CRWD,16,2025-10-24,2026-08-07,16,True
EQIX,16,2026-02-27,2026-06-26,16,True
HXL,16,2026-04-02,2026-08-07,16,True
REX,16,2026-04-02,2026-07-17,16,True
ESEA,16,2026-04-17,2026-08-07,16,True
EBAY,16,2026-04-17,2026-08-07,16,True
GSAT,16,2026-04-17,2026-07-31,16,True
CPF,16,2026-04-17,2026-08-07,16,True
AMKR,16,2026-04-17,2026-08-07,16,True
WCC,16,2026-04-17,2026-08-07,16,True
SRBK,16,2026-04-17,2026-08-07,16,True
NPO,16,2026-04-24,2026-08-07,16,True
CNOB,16,2026-04-24,2026-08-07,16,True
MTSI,16,2026-04-24,2026-08-07,16,True
ONTO,16,2026-04-24,2026-08-07,16,True
VECO,16,2026-04-24,2026-08-07,16,True
ASX,16,2026-04-24,2026-08-07,16,True
IESC,16,2026-04-24,2026-08-07,16,True
KGS,16,2026-04-24,2026-08-07,16,True
ARW,16,2026-04-24,2026-08-07,16,False
LFUS,16,2026-04-24,2026-08-07,16,False
DIOD,16,2026-04-24,2026-08-07,16,True
DGII,16,2026-04-24,2026-08-07,16,True
CVLG,16,2026-04-24,2026-08-07,16,True
COHU,16,2026-04-24,2026-08-07,16,True
SMBC,16,2026-04-24,2026-08-07,16,True
PLXS,16,2026-04-24,2026-08-07,16,True
PBI,16,2026-04-24,2026-08-07,16,True
ARCB,16,2026-04-24,2026-08-07,16,True
DXPE,16,2026-04-24,2026-08-07,16,True
UNP,16,2026-04-24,2026-08-07,16,True
VPG,16,2026-04-24,2026-08-07,16,True
BE,16,2026-04-24,2026-08-07,16,True
STRL,16,2026-04-24,2026-08-07,16,True
PDFS,16,2026-04-24,2026-08-07,16,True
DCO,16,2026-04-24,2026-08-07,16,True
ESI,16,2026-04-24,2026-08-07,16,True
VSH,16,2026-04-24,2026-08-07,16,True
ON,16,2026-04-24,2026-08-07,16,False
STLD,16,2026-04-24,2026-08-07,16,True
PLPC,16,2026-04-24,2026-08-07,16,True
TNGX,16,2026-04-24,2026-08-07,16,True
CARE,16,2026-04-24,2026-08-07,16,True
WTTR,16,2026-04-24,2026-08-07,16,True
GL,16,2026-04-24,2026-08-07,16,True
R,16,2026-04-24,2026-08-07,16,True
NUE,16,2026-04-24,2026-08-07,16,True
MCRI,16,2026-04-24,2026-08-07,16,True
MSBI,16,2026-04-24,2026-08-07,16,True
KALU,16,2026-04-24,2026-08-07,16,True
SIRI,16,2026-04-24,2026-08-07,16,True
KLIC,16,2026-04-24,2026-08-07,16,True
GFS,16,2026-04-24,2026-08-07,16,True
BHE,16,2026-04-24,2026-08-07,16,True
ICHR,16,2026-04-24,2026-08-07,16,True
MTRN,16,2026-04-24,2026-08-07,16,True
UCTT,16,2026-04-24,2026-08-07,16,True
AVT,16,2026-04-24,2026-08-07,16,True
BELFA,16,2026-04-24,2026-08-07,16,True
CHMG,16,2026-04-24,2026-08-07,16,True
LRCX,16,2026-04-24,2026-08-07,16,True
CTBI,16,2026-04-24,2026-08-07,16,True
GRC,16,2026-04-24,2026-08-07,16,True
CVNA,15,2025-10-10,2026-01-30,15,True
CLS,15,2025-10-10,2026-05-08,15,False
PANW,15,2025-10-10,2026-08-07,15,True
FFIV,15,2025-10-10,2026-08-07,15,True
UBS,15,2025-10-10,2026-02-20,15,True
ARGX,15,2025-10-10,2026-01-23,15,True
COLL,15,2025-11-07,2026-02-20,15,True
BVFL,15,2026-04-02,2026-08-07,15,True
TEN,15,2026-04-02,2026-07-10,15,True
IGIC,15,2026-04-17,2026-07-31,15,True
FCFS,15,2026-04-17,2026-07-24,15,True
FCCO,15,2026-04-17,2026-08-07,15,True
BY,15,2026-04-17,2026-08-07,15,True
FCF,15,2026-04-17,2026-08-07,15,True
PEBK,15,2026-04-24,2026-08-07,15,True
LAMR,15,2026-05-01,2026-08-07,15,True
AROC,15,2026-05-01,2026-08-07,15,True
HR,15,2026-05-01,2026-08-07,15,True
KRP,15,2026-05-01,2026-08-07,15,True
SIF,15,2026-05-01,2026-08-07,15,True
DTM,15,2026-05-01,2026-08-07,15,True
ATEX,15,2026-05-01,2026-08-07,15,True
NVEC,15,2026-05-01,2026-08-07,15,True
CSCO,15,2026-05-01,2026-08-07,15,False
KNSA,15,2026-05-01,2026-08-07,15,True
BNL,15,2026-05-01,2026-08-07,15,True
NWPX,15,2026-05-01,2026-08-07,15,True
CHEF,15,2026-05-01,2026-08-07,15,True
MOD,15,2026-05-01,2026-08-07,15,True
SNDA,15,2026-05-01,2026-08-07,15,True
PENG,15,2026-05-01,2026-08-07,15,True
VSAT,15,2026-05-01,2026-08-07,15,False
AXGN,15,2026-05-01,2026-08-07,15,True
FRT,15,2026-05-01,2026-08-07,15,True
SUN,15,2026-05-01,2026-08-07,15,True
CSTM,15,2026-05-01,2026-08-07,15,True
XHR,15,2026-05-01,2026-08-07,15,True
UNFI,15,2026-05-01,2026-08-07,15,True
ATLO,15,2026-05-01,2026-08-07,15,True
BEN,15,2026-05-01,2026-08-07,15,True
PHVS,15,2026-05-01,2026-08-07,15,True
MYFW,15,2026-05-01,2026-08-07,15,True
AEE,15,2026-05-01,2026-08-07,15,True
PSTL,15,2026-05-01,2026-08-07,15,True
TVTX,15,2026-05-01,2026-08-07,15,True
OOMA,15,2026-05-01,2026-08-07,15,True
JCI,15,2026-05-01,2026-08-07,15,True
GPRE,15,2026-05-01,2026-08-07,15,True
MAC,15,2026-05-01,2026-08-07,15,True
MO,15,2026-05-01,2026-08-07,15,True
TFSL,15,2026-05-01,2026-08-07,15,True
AEP,15,2026-05-01,2026-08-07,15,True
LNT,15,2026-05-01,2026-08-07,15,True
ALRS,15,2026-05-01,2026-08-07,15,True
RS,15,2026-05-01,2026-08-07,15,True
FXNC,15,2026-05-01,2026-08-07,15,True
TWLO,15,2026-05-01,2026-08-07,15,True
AIT,15,2026-05-01,2026-08-07,15,True
SYRE,15,2026-05-01,2026-08-07,15,True
MSGE,15,2026-05-01,2026-08-07,15,True
BAND,15,2026-05-01,2026-08-07,15,True
DINO,15,2026-05-01,2026-08-07,15,True
RXO,15,2026-05-01,2026-08-07,15,True
CTO,15,2026-05-01,2026-08-07,15,True
AXSM,15,2026-05-01,2026-08-07,15,True
VCTR,15,2026-05-01,2026-08-07,15,True
WERN,15,2026-05-01,2026-08-07,15,True
GTX,15,2026-05-01,2026-08-07,15,True
ETON,15,2026-05-01,2026-08-07,15,True
COCO,15,2026-05-01,2026-08-07,15,True
NTST,15,2026-05-01,2026-08-07,15,True
NVDA,14,2025-10-10,2026-05-22,14,True
IBM,14,2025-10-24,2026-01-30,14,True
W,14,2025-10-31,2026-01-30,14,True
SN,14,2026-01-16,2026-08-07,14,True
SSRM,14,2026-04-02,2026-07-10,14,True
