original_code,resolved_code,action,bars_count,first_price_date,last_price_date,status,source
MTSI,MTSI,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MTUS,MTUS,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
MTX,MTX,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
MTZ,MTZ,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
MU,MU,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MUSA,MUSA,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
MVBF,MVBF,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MXL,MXL,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
MYE,MYE,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MYFW,MYFW,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MYRG,MYRG,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NATL,NATL,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
NAVN,NAVN,CACHE_HIT,203,2025-10-30,2026-08-21,OK,results_pkl
NBBK,NBBK,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
NBIS,NBIS,CACHE_HIT,460,2024-10-21,2026-08-21,OK,results_pkl
NBIX,NBIX,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
NBTB,NBTB,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NCSM,NCSM,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
NDSN,NDSN,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NEE,NEE,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
NEM,NEM,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
NEO,NEO,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NESR,NESR,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NET,NET,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NEU,NEU,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NFG,NFG,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
NGS,NGS,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NGVT,NGVT,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
NHC,NHC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NIC,NIC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NJR,NJR,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NKSH,NKSH,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NLY,NLY,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NMIH,NMIH,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NMM,NMM,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NNN,NNN,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NOV,NOV,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
NPKI,NPKI,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
NPO,NPO,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NREF,NREF,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NRG,NRG,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
NSC,NSC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NTAP,NTAP,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NTB,NTB,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NTCT,NTCT,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NTRA,NTRA,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NTRS,NTRS,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NTST,NTST,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NU,NU,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
NUE,NUE,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NUTX,NUTX,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
NVCT,NVCT,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
NVDA,NVDA,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NVEC,NVEC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NVGS,NVGS,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NVMI,NVMI,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
NVRI,NVRI,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NVST,NVST,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
NVT,NVT,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NVTS,NVTS,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
NWBI,NWBI,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NWFL,NWFL,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NWPX,NWPX,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
NXPI,NXPI,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
NXT,NXT,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
NYAX,NYAX,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
OBK,OBK,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
OCC,OCC,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
OCS,OCS,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
ODC,ODC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
ODFL,ODFL,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
OFG,OFG,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
OGE,OGE,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
OHI,OHI,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
OII,OII,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
OKLO,OKLO,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
ONB,ONB,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
ONTO,ONTO,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
OOMA,OOMA,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
OPEN,OPEN,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
OPLN,OPLN,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
OPY,OPY,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
OR,OR,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
ORA,ORA,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
ORKA,ORKA,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
ORN,ORN,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
ORRF,ORRF,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
OSBC,OSBC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
OSIS,OSIS,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
OSS,OSS,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
OSW,OSW,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
OUST,OUST,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
OUT,OUT,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
OVBC,OVBC,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
OVLY,OVLY,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
OVV,OVV,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
OZK,OZK,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
PAA,PAA,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PAAS,PAAS,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
PAC,PAC,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
PACS,PACS,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PAG,PAG,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PAGP,PAGP,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PAHC,PAHC,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
PANW,PANW,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PARR,PARR,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PATH,PATH,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
PBF,PBF,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PBFS,PBFS,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PBI,PBI,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PBT,PBT,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PCAR,PCAR,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PCB,PCB,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PDFS,PDFS,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PDLB,PDLB,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PEB,PEB,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PEBK,PEBK,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PEBO,PEBO,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PECO,PECO,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PENG,PENG,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PFBC,PFBC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PFG,PFG,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PFGC,PFGC,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
PFIS,PFIS,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PGC,PGC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PH,PH,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
PHG,PHG,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
PHIN,PHIN,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
PHVS,PHVS,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PINE,PINE,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
PKBK,PKBK,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PKE,PKE,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PKG,PKG,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PKOH,PKOH,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PL,PL,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
PLBC,PLBC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PLD,PLD,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PLGO,PLGO,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PLOW,PLOW,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PLPC,PLPC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PLSE,PLSE,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PLTR,PLTR,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PLXS,PLXS,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PM,PM,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PNRG,PNRG,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
PNTG,PNTG,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PNW,PNW,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
POET,POET,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
PR,PR,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PRAX,PRAX,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PRI,PRI,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PRK,PRK,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PRLB,PRLB,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PRM,PRM,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PROV,PROV,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PRSU,PRSU,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PSMT,PSMT,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PSTL,PSTL,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PSX,PSX,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PTGX,PTGX,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
PTRN,PTRN,CACHE_HIT,232,2025-09-19,2026-08-21,OK,results_pkl
PUMP,PUMP,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
Q,Q,CACHE_HIT,207,2025-10-27,2026-08-24,OK,yahoo_download
QCOM,QCOM,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
QCRH,QCRH,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
QUIK,QUIK,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
R,R,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
RACC,RACC,CACHE_HIT,65,2026-05-20,2026-08-21,OK,results_pkl
RAPP,RAPP,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
RBB,RBB,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
RBC,RBC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
RBCAA,RBCAA,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
RBKB,RBKB,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
RCKY,RCKY,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
RCUS,RCUS,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
RDN,RDN,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
RDVT,RDVT,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
RDWR,RDWR,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
REG,REG,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
REPX,REPX,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
REX,REX,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
RFIL,RFIL,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
RGA,RGA,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
RGCO,RGCO,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
RHI,RHI,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
RHP,RHP,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
RIOT,RIOT,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
RKLB,RKLB,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
RL,RL,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
RLAY,RLAY,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
RLYB,RLYB,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
RMBI,RMBI,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
RMBS,RMBS,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
RMIX,RMIX,CACHE_HIT,99,2026-04-02,2026-08-24,OK,yahoo_download
RNG,RNG,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
RNGR,RNGR,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
RNR,RNR,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
RNST,RNST,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
ROAD,ROAD,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
ROIV,ROIV,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
ROK,ROK,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
ROKU,ROKU,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
ROST,ROST,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
RPRX,RPRX,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
RRBI,RRBI,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
RS,RS,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
RSI,RSI,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
RTX,RTX,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
RUSHA,RUSHA,CACHE_HIT,500,2024-08-22,2026-08-21,OK,results_pkl
RVMD,RVMD,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
RXO,RXO,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SAFT,SAFT,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SAH,SAH,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
SAIH,SAIH,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SANM,SANM,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
SBFG,SBFG,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SBLK,SBLK,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SBRA,SBRA,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SBSI,SBSI,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
SCHL,SCHL,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
SCHW,SCHW,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SCI,SCI,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
SDRL,SDRL,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
SEDG,SEDG,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
SEI,SEI,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
SEIC,SEIC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SENEA,SENEA,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SEPN,SEPN,CACHE_HIT,456,2024-10-25,2026-08-21,OK,results_pkl
SFNC,SFNC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SGHC,SGHC,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
SHAZ,SHAZ,CACHE_HIT,130,2026-02-18,2026-08-24,OK,yahoo_download
SHBI,SHBI,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SHEL,SHEL,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
SHEN,SHEN,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
SHIP,SHIP,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SHOO,SHOO,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SHOP,SHOP,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
SI,SI,CACHE_HIT,267,2025-07-31,2026-08-21,OK,results_pkl
SIF,SIF,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SILC,SILC,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
SION,SION,CACHE_HIT,387,2025-02-07,2026-08-24,OK,yahoo_download
SIRI,SIRI,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SITM,SITM,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
SKT,SKT,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SLAB,SLAB,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SLB,SLB,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
SLDE,SLDE,CACHE_HIT,296,2025-06-18,2026-08-21,OK,results_pkl
SMBC,SMBC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SMBK,SMBK,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SMTC,SMTC,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
SN,SN,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SNA,SNA,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SNDA,SNDA,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SNDK,SNDK,CACHE_HIT,382,2025-02-13,2026-08-21,OK,results_pkl
SNDR,SNDR,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
SNEX,SNEX,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
SNOW,SNOW,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SNX,SNX,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SOFI,SOFI,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
SOLV,SOLV,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
SON,SON,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
SPFI,SPFI,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
SPG,SPG,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SPHR,SPHR,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SPIR,SPIR,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
SPNT,SPNT,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SRBK,SRBK,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SRCE,SRCE,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SRRK,SRRK,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
SSRM,SSRM,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
STAG,STAG,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
STBA,STBA,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
STLD,STLD,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
STNG,STNG,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
STRL,STRL,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
STRZ,STRZ,CACHE_HIT,325,2025-05-07,2026-08-21,OK,results_pkl
STT,STT,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
STX,STX,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SUN,SUN,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SUNC,SUNC,CACHE_HIT,198,2025-11-06,2026-08-21,OK,results_pkl
SWBI,SWBI,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SWK,SWK,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SWX,SWX,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
SXI,SXI,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SXT,SXT,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
SYBT,SYBT,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
SYRE,SYRE,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
TBBB,TBBB,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
TBN,TBN,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
TCBI,TCBI,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
TCBK,TCBK,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
TDW,TDW,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
TEM,TEM,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
TEN,TEN,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
TER,TER,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
TFSL,TFSL,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
TGTX,TGTX,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
TH,TH,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
THFF,THFF,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
THG,THG,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
THRM,THRM,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
TIGO,TIGO,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
TILE,TILE,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
TJX,TJX,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
TKO,TKO,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
TKR,TKR,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
TMP,TMP,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
TNGX,TNGX,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
TNK,TNK,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
TNL,TNL,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
TOWN,TOWN,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
TPC,TPC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
TPR,TPR,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
TRAX,TRAX,CACHE_HIT,97,2026-04-06,2026-08-21,OK,results_pkl
TRGP,TRGP,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
TRIN,TRIN,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
TRMK,TRMK,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
TRNO,TRNO,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
TROW,TROW,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
TRS,TRS,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
TRST,TRST,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
TRT,TRT,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
