policy_id,family,policy_kind,components_kept,components_removed,removed_count,screen_shortlisted,confirmation_evaluated,screen_support_weeks,screen_mean_spread,screen_median_spread,screen_cvar_delta,screen_stop_delta_pct,screen_one_pick_ruins_delta_pct,screen_slot_coverage_pct,screen_full_top3_rate_pct,screen_jaccard_vs_b0,screen_ci_low,screen_ci_high,screen_positive_block_ratio,screen_block_summaries_json,confirmation_support_weeks,confirmation_mean_spread,confirmation_median_spread,confirmation_cvar_delta,confirmation_stop_delta_pct,confirmation_one_pick_ruins_delta_pct,confirmation_slot_coverage_pct,confirmation_full_top3_rate_pct,confirmation_jaccard_vs_b0,confirmation_ci_low,confirmation_ci_high,confirmation_positive_block_ratio,confirmation_block_summaries_json,pooled_support_weeks,pooled_mean_spread,pooled_median_spread,pooled_cvar_delta,pooled_stop_delta_pct,pooled_one_pick_ruins_delta_pct,pooled_slot_coverage_pct,pooled_full_top3_rate_pct,pooled_jaccard_vs_b0,pooled_ci_low,pooled_ci_high,pooled_positive_block_ratio,pooled_block_summaries_json,confirmation_risk_noninferior,pooled_risk_noninferior,b1_gate_pass,compression_gate_pass
TRACK_D_MECH__MINIMAL_B0__DROP__lane__freshness__entry_volume,minimal_b0,minimal_b0,dry_false_penalty|evidence_risk|eps_preference|weekly_volume,lane|freshness|entry_volume,3,False,False,6,-1.1,0.0,1.0199,-5.56,0.0,94.45,83.33,0.8333,-1.1,0.34,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 1.0199, ""mean_spread"": -2.2, ""median_spread"": 0.0, ""stop_delta_pct"": -11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__freshness__distinct1,minimal_b0,minimal_b0,dry_false_penalty|evidence_risk|eps_preference|weekly_volume|entry_volume,lane|freshness|distinct1,3,False,False,6,-1.1,0.0,1.0199,-5.56,0.0,94.45,83.33,0.8333,-1.1,0.34,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 1.0199, ""mean_spread"": -2.2, ""median_spread"": 0.0, ""stop_delta_pct"": -11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__eps_preference__weekly_volume,minimal_b0,minimal_b0,dry_false_penalty|evidence_risk|freshness|entry_volume,lane|eps_preference|weekly_volume,3,False,False,6,-7.221,-9.867,-3.0286,0.0,0.0,94.45,83.33,0.65,-7.221,0.34,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": -3.0286, ""mean_spread"": -14.442, ""median_spread"": -7.9097, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__eps_preference__entry_volume,minimal_b0,minimal_b0,dry_false_penalty|evidence_risk|freshness|weekly_volume,lane|eps_preference|entry_volume,3,False,False,6,-7.221,-9.867,-3.0286,0.0,0.0,94.45,83.33,0.65,-7.221,0.34,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": -3.0286, ""mean_spread"": -14.442, ""median_spread"": -7.9097, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__eps_preference__distinct1,minimal_b0,minimal_b0,dry_false_penalty|evidence_risk|freshness|weekly_volume|entry_volume,lane|eps_preference|distinct1,3,False,False,6,-7.221,-9.867,-3.0286,0.0,0.0,94.45,83.33,0.65,-7.221,0.34,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": -3.0286, ""mean_spread"": -14.442, ""median_spread"": -7.9097, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__weekly_volume__entry_volume,minimal_b0,minimal_b0,dry_false_penalty|evidence_risk|freshness|eps_preference,lane|weekly_volume|entry_volume,3,False,False,6,-7.221,-9.867,-3.0286,0.0,0.0,94.45,83.33,0.65,-7.221,0.34,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": -3.0286, ""mean_spread"": -14.442, ""median_spread"": -7.9097, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__weekly_volume__distinct1,minimal_b0,minimal_b0,dry_false_penalty|evidence_risk|freshness|eps_preference|entry_volume,lane|weekly_volume|distinct1,3,False,False,6,-7.221,-9.867,-3.0286,0.0,0.0,94.45,83.33,0.65,-7.221,0.34,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": -3.0286, ""mean_spread"": -14.442, ""median_spread"": -7.9097, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__entry_volume__distinct1,minimal_b0,minimal_b0,dry_false_penalty|evidence_risk|freshness|eps_preference|weekly_volume,lane|entry_volume|distinct1,3,False,False,6,-7.221,-9.867,-3.0286,0.0,0.0,94.45,83.33,0.65,-7.221,0.34,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": -3.0286, ""mean_spread"": -14.442, ""median_spread"": -7.9097, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__dry_false_penalty__evidence_risk__freshness,minimal_b0,minimal_b0,lane|eps_preference|weekly_volume|entry_volume,dry_false_penalty|evidence_risk|freshness,3,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__dry_false_penalty__evidence_risk__eps_preference,minimal_b0,minimal_b0,lane|freshness|weekly_volume|entry_volume,dry_false_penalty|evidence_risk|eps_preference,3,False,False,6,-0.8279,-2.4836,0.0,11.11,16.67,94.45,83.33,0.8667,-0.8279,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": -1.6557, ""median_spread"": -4.9671, ""stop_delta_pct"": 22.22, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__dry_false_penalty__evidence_risk__weekly_volume,minimal_b0,minimal_b0,lane|freshness|eps_preference|entry_volume,dry_false_penalty|evidence_risk|weekly_volume,3,False,False,6,0.0957,0.2871,0.0,5.55,16.67,94.45,83.33,0.8667,0.0,0.0957,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.1914, ""median_spread"": 0.5742, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__dry_false_penalty__evidence_risk__entry_volume,minimal_b0,minimal_b0,lane|freshness|eps_preference|weekly_volume,dry_false_penalty|evidence_risk|entry_volume,3,False,False,6,-1.71,-3.4061,-1.3306,5.55,16.67,94.45,83.33,0.8667,-1.71,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": -1.3306, ""mean_spread"": -3.4201, ""median_spread"": -8.9296, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__dry_false_penalty__evidence_risk__distinct1,minimal_b0,minimal_b0,lane|freshness|eps_preference|weekly_volume|entry_volume,dry_false_penalty|evidence_risk|distinct1,3,False,False,6,0.0957,0.2871,0.0,5.55,16.67,94.45,83.33,0.8667,0.0,0.0957,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.1914, ""median_spread"": 0.5742, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__dry_false_penalty__freshness__eps_preference,minimal_b0,minimal_b0,lane|evidence_risk|weekly_volume|entry_volume,dry_false_penalty|freshness|eps_preference,3,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__dry_false_penalty__freshness__weekly_volume,minimal_b0,minimal_b0,lane|evidence_risk|eps_preference|entry_volume,dry_false_penalty|freshness|weekly_volume,3,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__dry_false_penalty__freshness__entry_volume,minimal_b0,minimal_b0,lane|evidence_risk|eps_preference|weekly_volume,dry_false_penalty|freshness|entry_volume,3,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__dry_false_penalty__freshness__distinct1,minimal_b0,minimal_b0,lane|evidence_risk|eps_preference|weekly_volume|entry_volume,dry_false_penalty|freshness|distinct1,3,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__dry_false_penalty__eps_preference__weekly_volume,minimal_b0,minimal_b0,lane|evidence_risk|freshness|entry_volume,dry_false_penalty|eps_preference|weekly_volume,3,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__dry_false_penalty__eps_preference__entry_volume,minimal_b0,minimal_b0,lane|evidence_risk|freshness|weekly_volume,dry_false_penalty|eps_preference|entry_volume,3,False,False,6,-4.6516,-4.2219,0.0,0.0,0.0,94.45,83.33,0.9167,-4.6516,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": -9.3032, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__dry_false_penalty__eps_preference__distinct1,minimal_b0,minimal_b0,lane|evidence_risk|freshness|weekly_volume|entry_volume,dry_false_penalty|eps_preference|distinct1,3,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__dry_false_penalty__weekly_volume__entry_volume,minimal_b0,minimal_b0,lane|evidence_risk|freshness|eps_preference,dry_false_penalty|weekly_volume|entry_volume,3,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__dry_false_penalty__weekly_volume__distinct1,minimal_b0,minimal_b0,lane|evidence_risk|freshness|eps_preference|entry_volume,dry_false_penalty|weekly_volume|distinct1,3,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__dry_false_penalty__entry_volume__distinct1,minimal_b0,minimal_b0,lane|evidence_risk|freshness|eps_preference|weekly_volume,dry_false_penalty|entry_volume|distinct1,3,False,False,6,-2.1481,0.0,0.0,5.56,0.0,94.45,83.33,0.9167,-2.1481,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": -4.2961, ""median_spread"": 0.0, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__evidence_risk__freshness__eps_preference,minimal_b0,minimal_b0,lane|dry_false_penalty|weekly_volume|entry_volume,evidence_risk|freshness|eps_preference,3,False,False,6,-0.2118,-0.6354,0.0,0.0,0.0,94.45,83.33,0.9167,-0.2118,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": -0.4236, ""median_spread"": -1.2708, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__evidence_risk__freshness__weekly_volume,minimal_b0,minimal_b0,lane|dry_false_penalty|eps_preference|entry_volume,evidence_risk|freshness|weekly_volume,3,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__evidence_risk__freshness__entry_volume,minimal_b0,minimal_b0,lane|dry_false_penalty|eps_preference|weekly_volume,evidence_risk|freshness|entry_volume,3,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__evidence_risk__freshness__distinct1,minimal_b0,minimal_b0,lane|dry_false_penalty|eps_preference|weekly_volume|entry_volume,evidence_risk|freshness|distinct1,3,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__evidence_risk__eps_preference__weekly_volume,minimal_b0,minimal_b0,lane|dry_false_penalty|freshness|entry_volume,evidence_risk|eps_preference|weekly_volume,3,False,False,6,0.0957,0.2871,0.0,5.55,16.67,94.45,83.33,0.8667,0.0,0.0957,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.1914, ""median_spread"": 0.5742, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__evidence_risk__eps_preference__entry_volume,minimal_b0,minimal_b0,lane|dry_false_penalty|freshness|weekly_volume,evidence_risk|eps_preference|entry_volume,3,False,False,6,-5.4795,-6.7054,0.0,11.11,16.67,94.45,83.33,0.7833,-5.4795,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": -10.9589, ""median_spread"": -4.9671, ""stop_delta_pct"": 22.22, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__evidence_risk__eps_preference__distinct1,minimal_b0,minimal_b0,lane|dry_false_penalty|freshness|weekly_volume|entry_volume,evidence_risk|eps_preference|distinct1,3,False,False,6,-0.8279,-2.4836,0.0,11.11,16.67,94.45,83.33,0.8667,-0.8279,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": -1.6557, ""median_spread"": -4.9671, ""stop_delta_pct"": 22.22, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__evidence_risk__weekly_volume__entry_volume,minimal_b0,minimal_b0,lane|dry_false_penalty|freshness|eps_preference,evidence_risk|weekly_volume|entry_volume,3,False,False,6,-1.71,-3.4061,-1.3306,5.55,16.67,94.45,83.33,0.8667,-1.71,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": -1.3306, ""mean_spread"": -3.4201, ""median_spread"": -8.9296, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__evidence_risk__weekly_volume__distinct1,minimal_b0,minimal_b0,lane|dry_false_penalty|freshness|eps_preference|entry_volume,evidence_risk|weekly_volume|distinct1,3,False,False,6,0.0957,0.2871,0.0,5.55,16.67,94.45,83.33,0.8667,0.0,0.0957,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.1914, ""median_spread"": 0.5742, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__evidence_risk__entry_volume__distinct1,minimal_b0,minimal_b0,lane|dry_false_penalty|freshness|eps_preference|weekly_volume,evidence_risk|entry_volume|distinct1,3,False,False,6,-3.8581,-3.4061,-1.3306,11.11,16.67,94.45,83.33,0.7833,-3.8581,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": -1.3306, ""mean_spread"": -7.7162, ""median_spread"": -8.9296, ""stop_delta_pct"": 22.22, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__freshness__eps_preference__weekly_volume,minimal_b0,minimal_b0,lane|dry_false_penalty|evidence_risk|entry_volume,freshness|eps_preference|weekly_volume,3,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__freshness__eps_preference__entry_volume,minimal_b0,minimal_b0,lane|dry_false_penalty|evidence_risk|weekly_volume,freshness|eps_preference|entry_volume,3,False,False,6,-4.6516,-4.2219,0.0,0.0,0.0,94.45,83.33,0.9167,-4.6516,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": -9.3032, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__freshness__eps_preference__distinct1,minimal_b0,minimal_b0,lane|dry_false_penalty|evidence_risk|weekly_volume|entry_volume,freshness|eps_preference|distinct1,3,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
