policy_id,family,policy_kind,components_kept,components_removed,removed_count,screen_shortlisted,confirmation_evaluated,screen_support_weeks,screen_mean_spread,screen_median_spread,screen_cvar_delta,screen_stop_delta_pct,screen_one_pick_ruins_delta_pct,screen_slot_coverage_pct,screen_full_top3_rate_pct,screen_jaccard_vs_b0,screen_ci_low,screen_ci_high,screen_positive_block_ratio,screen_block_summaries_json,confirmation_support_weeks,confirmation_mean_spread,confirmation_median_spread,confirmation_cvar_delta,confirmation_stop_delta_pct,confirmation_one_pick_ruins_delta_pct,confirmation_slot_coverage_pct,confirmation_full_top3_rate_pct,confirmation_jaccard_vs_b0,confirmation_ci_low,confirmation_ci_high,confirmation_positive_block_ratio,confirmation_block_summaries_json,pooled_support_weeks,pooled_mean_spread,pooled_median_spread,pooled_cvar_delta,pooled_stop_delta_pct,pooled_one_pick_ruins_delta_pct,pooled_slot_coverage_pct,pooled_full_top3_rate_pct,pooled_jaccard_vs_b0,pooled_ci_low,pooled_ci_high,pooled_positive_block_ratio,pooled_block_summaries_json,confirmation_risk_noninferior,pooled_risk_noninferior,b1_gate_pass,compression_gate_pass
TRACK_D_MECH__KNOCKOUT__distinct1,mechanism,knockout,lane|dry_false_penalty|evidence_risk|freshness|eps_preference|weekly_volume|entry_volume,distinct1,1,True,True,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",12.0,0.5259,0.0,-2.3401,0.0,0.0,100.0,100.0,0.8333,-0.3935,1.7738,0.25,"[{""block_id"": ""FWD_3"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_4"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_5"", ""cvar_delta"": -2.3401, ""mean_spread"": -0.2156, ""median_spread"": 1.7064, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_6"", ""cvar_delta"": 6.9574, ""mean_spread"": 2.3191, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",18.0,0.3506,0.0,-2.3401,0.0,0.0,98.15,94.44,0.8889,-0.2615,1.2752,0.1667,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_3"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_4"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_5"", ""cvar_delta"": -2.3401, ""mean_spread"": -0.2156, ""median_spread"": 1.7064, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_6"", ""cvar_delta"": 6.9574, ""mean_spread"": 2.3191, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",False,False,False,False
TRACK_D_MECH__CAPACITY__TOP1,mechanism,capacity,lane|dry_false_penalty|evidence_risk|freshness|eps_preference|weekly_volume|entry_volume,,0,True,True,6,-6.7404,-6.8994,-1.3633,-11.11,-16.67,33.33,0.0,0.3611,-6.7404,-1.4287,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": -0.0312, ""mean_spread"": -1.9382, ""median_spread"": -4.0596, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": -1.3633, ""mean_spread"": -11.5427, ""median_spread"": -1.7783, ""stop_delta_pct"": -22.22, ""support_weeks"": 3}]",12.0,-1.3364,-3.6755,6.8806,-11.11,-16.67,33.33,0.0,0.3333,-2.6529,1.0775,0.25,"[{""block_id"": ""FWD_3"", ""cvar_delta"": -0.2726, ""mean_spread"": -1.0324, ""median_spread"": -3.1378, ""stop_delta_pct"": -11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_4"", ""cvar_delta"": -5.0165, ""mean_spread"": -4.2411, ""median_spread"": -4.7325, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_5"", ""cvar_delta"": 6.8806, ""mean_spread"": 1.8259, ""median_spread"": -0.5356, ""stop_delta_pct"": -22.22, ""support_weeks"": 3}, {""block_id"": ""FWD_6"", ""cvar_delta"": 3.3288, ""mean_spread"": -1.8982, ""median_spread"": -2.4945, ""stop_delta_pct"": -11.11, ""support_weeks"": 3}]",18.0,-3.1378,-3.8076,6.8806,-11.11,-16.67,33.33,0.0,0.3426,-6.5603,-0.1861,0.1667,"[{""block_id"": ""FWD_1"", ""cvar_delta"": -0.0312, ""mean_spread"": -1.9382, ""median_spread"": -4.0596, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": -1.3633, ""mean_spread"": -11.5427, ""median_spread"": -1.7783, ""stop_delta_pct"": -22.22, ""support_weeks"": 3}, {""block_id"": ""FWD_3"", ""cvar_delta"": -0.2726, ""mean_spread"": -1.0324, ""median_spread"": -3.1378, ""stop_delta_pct"": -11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_4"", ""cvar_delta"": -5.0165, ""mean_spread"": -4.2411, ""median_spread"": -4.7325, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_5"", ""cvar_delta"": 6.8806, ""mean_spread"": 1.8259, ""median_spread"": -0.5356, ""stop_delta_pct"": -22.22, ""support_weeks"": 3}, {""block_id"": ""FWD_6"", ""cvar_delta"": 3.3288, ""mean_spread"": -1.8982, ""median_spread"": -2.4945, ""stop_delta_pct"": -11.11, ""support_weeks"": 3}]",True,True,False,False
TRACK_D_MECH__CAPACITY__TOP2,mechanism,capacity,lane|dry_false_penalty|evidence_risk|freshness|eps_preference|weekly_volume|entry_volume,,0,True,True,6,-2.3155,-0.7012,-4.0197,0.0,0.0,66.67,0.0,0.7222,-2.555,-0.7493,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 1.1801, ""mean_spread"": -0.0793, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": -4.0197, ""mean_spread"": -4.5516, ""median_spread"": -1.4025, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",12.0,-0.3038,-1.8364,2.1298,-8.33,-16.67,66.67,0.0,0.6667,-1.6713,1.1394,0.5,"[{""block_id"": ""FWD_3"", ""cvar_delta"": 0.6494, ""mean_spread"": -0.2644, ""median_spread"": -0.9579, ""stop_delta_pct"": -11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_4"", ""cvar_delta"": -3.1836, ""mean_spread"": -2.8896, ""median_spread"": -3.2535, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_5"", ""cvar_delta"": 2.1298, ""mean_spread"": 0.0477, ""median_spread"": -1.2555, ""stop_delta_pct"": -11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_6"", ""cvar_delta"": 6.8712, ""mean_spread"": 1.8911, ""median_spread"": -1.5553, ""stop_delta_pct"": -11.11, ""support_weeks"": 3}]",18.0,-0.9744,-1.8364,2.1298,-5.55,-11.11,66.67,0.0,0.6852,-2.5589,0.2572,0.3333,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 1.1801, ""mean_spread"": -0.0793, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": -4.0197, ""mean_spread"": -4.5516, ""median_spread"": -1.4025, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_3"", ""cvar_delta"": 0.6494, ""mean_spread"": -0.2644, ""median_spread"": -0.9579, ""stop_delta_pct"": -11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_4"", ""cvar_delta"": -3.1836, ""mean_spread"": -2.8896, ""median_spread"": -3.2535, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_5"", ""cvar_delta"": 2.1298, ""mean_spread"": 0.0477, ""median_spread"": -1.2555, ""stop_delta_pct"": -11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_6"", ""cvar_delta"": 6.8712, ""mean_spread"": 1.8911, ""median_spread"": -1.5553, ""stop_delta_pct"": -11.11, ""support_weeks"": 3}]",True,True,False,False
TRACK_D_MECH__CAPACITY__EVIDENCE_POSITIVE,mechanism,capacity,lane|dry_false_penalty|evidence_risk|freshness|eps_preference|weekly_volume|entry_volume,,0,True,True,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",12.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_3"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_4"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_5"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_6"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",18.0,0.0,0.0,0.0,0.0,0.0,98.15,94.44,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_3"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_4"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_5"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_6"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",True,True,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane,minimal_b0,minimal_b0,dry_false_penalty|evidence_risk|freshness|eps_preference|weekly_volume|entry_volume,lane,1,False,False,6,-7.221,-9.867,-3.0286,0.0,0.0,94.45,83.33,0.65,-7.221,0.34,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": -3.0286, ""mean_spread"": -14.442, ""median_spread"": -7.9097, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__dry_false_penalty,minimal_b0,minimal_b0,lane|evidence_risk|freshness|eps_preference|weekly_volume|entry_volume,dry_false_penalty,1,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__evidence_risk,minimal_b0,minimal_b0,lane|dry_false_penalty|freshness|eps_preference|weekly_volume|entry_volume,evidence_risk,1,True,True,6,0.0957,0.2871,0.0,5.55,16.67,94.45,83.33,0.8667,0.0,0.0957,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.1914, ""median_spread"": 0.5742, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}]",12.0,-3.249,-2.9845,-0.7478,11.11,16.67,100.0,100.0,0.6417,-5.4553,-1.6849,0.0,"[{""block_id"": ""FWD_3"", ""cvar_delta"": 0.0, ""mean_spread"": -2.2511, ""median_spread"": -3.5809, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_4"", ""cvar_delta"": -12.0422, ""mean_spread"": -7.7525, ""median_spread"": -8.1232, ""stop_delta_pct"": 22.22, ""support_weeks"": 3}, {""block_id"": ""FWD_5"", ""cvar_delta"": -0.7478, ""mean_spread"": -0.2493, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_6"", ""cvar_delta"": -3.4563, ""mean_spread"": -2.7432, ""median_spread"": -4.7732, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}]",18.0,-2.1341,-1.9925,-0.7478,9.26,16.67,98.15,94.44,0.7167,-4.1453,-0.6908,0.1667,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.1914, ""median_spread"": 0.5742, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_3"", ""cvar_delta"": 0.0, ""mean_spread"": -2.2511, ""median_spread"": -3.5809, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_4"", ""cvar_delta"": -12.0422, ""mean_spread"": -7.7525, ""median_spread"": -8.1232, ""stop_delta_pct"": 22.22, ""support_weeks"": 3}, {""block_id"": ""FWD_5"", ""cvar_delta"": -0.7478, ""mean_spread"": -0.2493, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_6"", ""cvar_delta"": -3.4563, ""mean_spread"": -2.7432, ""median_spread"": -4.7732, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}]",False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__freshness,minimal_b0,minimal_b0,lane|dry_false_penalty|evidence_risk|eps_preference|weekly_volume|entry_volume,freshness,1,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__eps_preference,minimal_b0,minimal_b0,lane|dry_false_penalty|evidence_risk|freshness|weekly_volume|entry_volume,eps_preference,1,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__weekly_volume,minimal_b0,minimal_b0,lane|dry_false_penalty|evidence_risk|freshness|eps_preference|entry_volume,weekly_volume,1,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__entry_volume,minimal_b0,minimal_b0,lane|dry_false_penalty|evidence_risk|freshness|eps_preference|weekly_volume,entry_volume,1,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__distinct1,minimal_b0,minimal_b0,lane|dry_false_penalty|evidence_risk|freshness|eps_preference|weekly_volume|entry_volume,distinct1,1,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__dry_false_penalty,minimal_b0,minimal_b0,evidence_risk|freshness|eps_preference|weekly_volume|entry_volume,lane|dry_false_penalty,2,False,False,6,-5.8083,-6.9973,-3.0286,11.11,16.67,94.45,83.33,0.4833,-5.8083,3.5073,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 6.7652, ""mean_spread"": 2.2551, ""median_spread"": 0.0, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": -3.0286, ""mean_spread"": -13.8717, ""median_spread"": -5.173, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__evidence_risk,minimal_b0,minimal_b0,dry_false_penalty|freshness|eps_preference|weekly_volume|entry_volume,lane|evidence_risk,2,False,False,6,-5.0813,-6.9973,1.3338,5.55,16.67,94.45,83.33,0.4833,-5.0813,3.5073,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 6.7652, ""mean_spread"": 2.2551, ""median_spread"": 0.0, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 1.3338, ""mean_spread"": -12.4176, ""median_spread"": -5.173, ""stop_delta_pct"": -0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__freshness,minimal_b0,minimal_b0,dry_false_penalty|evidence_risk|eps_preference|weekly_volume|entry_volume,lane|freshness,2,False,False,6,-1.1,0.0,1.0199,-5.56,0.0,94.45,83.33,0.8333,-1.1,0.34,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 1.0199, ""mean_spread"": -2.2, ""median_spread"": 0.0, ""stop_delta_pct"": -11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__eps_preference,minimal_b0,minimal_b0,dry_false_penalty|evidence_risk|freshness|weekly_volume|entry_volume,lane|eps_preference,2,False,False,6,-7.221,-9.867,-3.0286,0.0,0.0,94.45,83.33,0.65,-7.221,0.34,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": -3.0286, ""mean_spread"": -14.442, ""median_spread"": -7.9097, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__weekly_volume,minimal_b0,minimal_b0,dry_false_penalty|evidence_risk|freshness|eps_preference|entry_volume,lane|weekly_volume,2,False,False,6,-7.221,-9.867,-3.0286,0.0,0.0,94.45,83.33,0.65,-7.221,0.34,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": -3.0286, ""mean_spread"": -14.442, ""median_spread"": -7.9097, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__entry_volume,minimal_b0,minimal_b0,dry_false_penalty|evidence_risk|freshness|eps_preference|weekly_volume,lane|entry_volume,2,False,False,6,-7.221,-9.867,-3.0286,0.0,0.0,94.45,83.33,0.65,-7.221,0.34,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": -3.0286, ""mean_spread"": -14.442, ""median_spread"": -7.9097, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__distinct1,minimal_b0,minimal_b0,dry_false_penalty|evidence_risk|freshness|eps_preference|weekly_volume|entry_volume,lane|distinct1,2,False,False,6,-7.221,-9.867,-3.0286,0.0,0.0,94.45,83.33,0.65,-7.221,0.34,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": -3.0286, ""mean_spread"": -14.442, ""median_spread"": -7.9097, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__dry_false_penalty__evidence_risk,minimal_b0,minimal_b0,lane|freshness|eps_preference|weekly_volume|entry_volume,dry_false_penalty|evidence_risk,2,True,True,6,0.0957,0.2871,0.0,5.55,16.67,94.45,83.33,0.8667,0.0,0.0957,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.1914, ""median_spread"": 0.5742, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}]",12.0,-3.249,-2.9845,-0.7478,11.11,16.67,100.0,100.0,0.6417,-5.4553,-1.6849,0.0,"[{""block_id"": ""FWD_3"", ""cvar_delta"": 0.0, ""mean_spread"": -2.2511, ""median_spread"": -3.5809, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_4"", ""cvar_delta"": -12.0422, ""mean_spread"": -7.7525, ""median_spread"": -8.1232, ""stop_delta_pct"": 22.22, ""support_weeks"": 3}, {""block_id"": ""FWD_5"", ""cvar_delta"": -0.7478, ""mean_spread"": -0.2493, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_6"", ""cvar_delta"": -3.4563, ""mean_spread"": -2.7432, ""median_spread"": -4.7732, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}]",18.0,-2.1341,-1.9925,-0.7478,9.26,16.67,98.15,94.44,0.7167,-4.1453,-0.6908,0.1667,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.1914, ""median_spread"": 0.5742, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_3"", ""cvar_delta"": 0.0, ""mean_spread"": -2.2511, ""median_spread"": -3.5809, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_4"", ""cvar_delta"": -12.0422, ""mean_spread"": -7.7525, ""median_spread"": -8.1232, ""stop_delta_pct"": 22.22, ""support_weeks"": 3}, {""block_id"": ""FWD_5"", ""cvar_delta"": -0.7478, ""mean_spread"": -0.2493, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_6"", ""cvar_delta"": -3.4563, ""mean_spread"": -2.7432, ""median_spread"": -4.7732, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}]",False,False,False,False
