selector_id,classification,train_oof_w4_med_spread,train_oof_w4_cvar_delta,train_oof_w4_stop_delta,val_w4_med_spread,val_w4_mean_spread,val_w4_cvar_delta,val_w4_stop_delta,val_support_weeks
signal_agent_elastic_w2_distinct_industry,UNSTABLE,0.4350666666666676,-9.613299999999999,0.0,-10.13285,-14.0637375,-22.027666666666665,33.33333333333333,8
signal_agent_elastic_w2_portfolio_aware,INFERIOR,0.0,-9.613299999999999,4.761904761904763,-10.13285,-14.0637375,-22.027666666666665,33.33333333333333,8
signal_agent_lgbm_w2_pure_rank,UNSTABLE,2.3230000000000004,-9.467199999999998,42.85714285714287,-10.523766666666667,-9.454214814814813,-11.388033333333333,37.03703703703704,9
signal_agent_lgbm_w2_portfolio_aware,UNSTABLE,2.3230000000000004,-7.325533333333333,38.0952380952381,-10.523766666666667,-10.099477777777777,-14.151199999999996,37.03703703703704,9
signal_agent_lgbm_w2_distinct_industry,UNSTABLE,2.3230000000000004,-7.325533333333333,38.0952380952381,-10.523766666666667,-10.565877777777777,-11.388033333333333,40.74074074074074,9
signal_f1_lgbm_w1_distinct_industry,UNSTABLE,5.744833333333333,4.802933333333335,33.333333333333336,-10.722933333333334,-8.1843,-11.263766666666672,51.85185185185186,9
signal_agent_elastic_w2_pure_rank,INFERIOR,0.0,-9.613299999999999,4.761904761904763,-11.047166666666667,-16.331775,-22.027666666666665,41.666666666666664,8
signal_f1_lgbm_w2_pure_rank,UNSTABLE,2.3230000000000004,-9.467199999999998,42.85714285714287,-11.707633333333334,-7.9971999999999985,-11.388033333333333,40.74074074074074,9
signal_f1_elastic_w2_distinct_industry,UNSTABLE,0.4350666666666676,0.4350666666666676,4.761904761904762,-12.772716666666666,-15.028904166666667,-22.027666666666665,41.666666666666664,8
signal_f1_elastic_w2_portfolio_aware,UNSTABLE,0.4350666666666676,0.4350666666666676,4.761904761904762,-12.772716666666666,-15.028904166666667,-22.027666666666665,41.666666666666664,8
signal_f1_ridge_w2_distinct_industry,UNSTABLE,0.4350666666666676,0.4350666666666676,9.523809523809524,-12.772716666666666,-15.028904166666667,-22.027666666666665,41.666666666666664,8
signal_f1_ridge_w2_portfolio_aware,UNSTABLE,0.4350666666666676,0.4350666666666676,9.523809523809524,-12.772716666666666,-15.028904166666667,-22.027666666666665,41.666666666666664,8
