snapshot_date,code,industry,current_vs_ibd_candidate_pct,rv_20,w1_return_pct,w2_return_pct,w4_return_pct,w3_return_pct,w1_stop8,w2_stop8,w4_stop8,w3_stop8,score,universe,feature_mode,model_type,target_horizon,model_id,segment,fold,model_pick_order,selector_id,signal,signal_source,pullback_v_is_dry,ibd_candidate_rule,ibd_candidate_price,ibd_candidate_signal_source,ibd_candidate_extra,ibd_entry_valid,ibd_entry_date,ibd_entry_price,ibd_trigger_price,ibd_entry_volume_ratio,ibd_entry_close_vs_trigger_pct,ibd_entry_close_position,ibd_entry_breakout_range_ratio,ibd_entry_rule,ibd_entry_reject_reason,latest_close,ibd_entry_status,volume_ratio,hold_return,breakout_date,pct_above_ceiling,touched_ema10_count,mbox_count,ceiling,ceiling_date,base_depth_pct,base_mbox_count,base_duration_weeks,base_depth_abs,C_continuous,rank_C_continuous,pullback_count,pullback_duration_weeks,pullback_pct,pullback_pct_off_peak,is_bullish,is_priority,eps_yoy_growth,price_52_week_high,dist_to_52w_high_pct,sector,eps_yoy_growth_source,eps_yoy_growth_status,eps_yoy_growth_missing_reason,eps_growth_type,b0_eligible,is_valid_entry,entry_status,entry_date,entry_open,stop_8_hit_ever,gap_stop,profit20_hit,max_drawdown_to_asof_pct,px_vs_ma10,px_vs_ma20,px_vs_ma50,ma10_slope_5,ma20_slope_5,ma50_slope_10,mom_5,mom_10,mom_20,mom_60,atr_14_pct,vol_ratio_5_20,up_day_ratio_20,drawdown_20,rel_spy_20,rel_spy_60,trigger_pos,eps_known,is_actionable,rule_ceiling,rule_pivot,rule_ma10_touch_confirm,rule_ceiling_pullback,rule_three_weeks_tight,pick_order,is_b0,period,agent_factor_vol_confirmed_mom_20,agent_factor_prox_52w_high,agent_factor_risk_adj_mom_10,agent_factor_risk_adj_mom_20,agent_factor_risk_adj_mom_60
2026-02-20,PAC,Unknown,4.49,0.021645204435592962,-6.7415,-15.1139,-16.5731,-19.7561,True,True,True,True,2.8371901081166153,actionable,f1,lgbm,W4,actionable_f1_lgbm_w4,train_oof,0.0,1.0,actionable_f1_lgbm_w4_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-20,RTX,Aerospace & Defense,1.7,0.014602967052305297,-0.6619,2.8402,-2.8501,0.2717,False,False,False,False,1.4980843493480527,actionable,f1,lgbm,W4,actionable_f1_lgbm_w4,train_oof,0.0,2.0,actionable_f1_lgbm_w4_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-20,FANG,Oil & Gas Production,3.85,0.018853156589321476,-1.2406,3.035,9.884,4.0794,False,False,False,False,1.2815503182231955,actionable,f1,lgbm,W4,actionable_f1_lgbm_w4,train_oof,0.0,3.0,actionable_f1_lgbm_w4_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-27,EQIX,Real Estate Investment Trusts,1.56,0.028107930474731417,-2.3401,1.068,0.3483,-0.0516,False,False,False,False,6.117155161259701,actionable,f1,lgbm,W4,actionable_f1_lgbm_w4,train_oof,0.0,1.0,actionable_f1_lgbm_w4_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-27,JNJ,Pharmaceuticals: Major,1.13,0.009622842227654244,-3.5275,-3.0795,-3.5073,-5.5495,False,False,False,False,5.742799188671527,actionable,f1,lgbm,W4,actionable_f1_lgbm_w4,train_oof,0.0,2.0,actionable_f1_lgbm_w4_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-27,KO,Beverages: Non-Alcoholic,1.43,0.010604532100034172,-5.1883,-4.1656,-6.1861,-7.3709,False,False,True,False,2.8266117440552336,actionable,f1,lgbm,W4,actionable_f1_lgbm_w4,train_oof,0.0,3.0,actionable_f1_lgbm_w4_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-06,FIGS,Unknown,3.27,0.06639983450598612,-6.6038,-10.6289,-7.7987,-7.5472,False,True,True,True,1.3403357618427711,actionable,f1,lgbm,W4,actionable_f1_lgbm_w4,train_oof,0.0,1.0,actionable_f1_lgbm_w4_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-06,LMT,Aerospace & Defense,0.83,0.017708442699541034,-4.3788,-7.1276,-7.8145,-8.844,False,False,True,True,0.12486479907835316,actionable,f1,lgbm,W4,actionable_f1_lgbm_w4,train_oof,0.0,2.0,actionable_f1_lgbm_w4_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-06,MPC,Oil Refining/Marketing,4.4,0.025146271711331818,1.1706,4.0117,8.127,12.6835,False,False,False,False,-0.19752596445737386,actionable,f1,lgbm,W4,actionable_f1_lgbm_w4,train_oof,0.0,3.0,actionable_f1_lgbm_w4_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-13,DOCN,Packaged Software,3.58,0.05632553480621488,19.1609,17.3875,8.9821,29.7722,False,False,False,False,10.457378903554519,actionable,f1,lgbm,W4,actionable_f1_lgbm_w4,train_oof,1.0,1.0,actionable_f1_lgbm_w4_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-13,NYAX,Unknown,2.67,0.030848768862057955,0.3491,-10.1746,-0.5154,-5.0707,False,True,True,True,-0.6612953456378367,actionable,f1,lgbm,W4,actionable_f1_lgbm_w4,train_oof,1.0,2.0,actionable_f1_lgbm_w4_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-20,STX,Computer Peripherals,0.87,0.044693587699730516,-9.3491,2.4059,30.6442,20.0014,True,True,True,True,0.14234631062736539,actionable,f1,lgbm,W4,actionable_f1_lgbm_w4,train_oof,1.0,1.0,actionable_f1_lgbm_w4_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-20,LMND,Unknown,3.82,0.05547971217118477,-5.1562,-3.9531,10.8437,-14.9219,False,True,True,True,-0.7279561866647878,actionable,f1,lgbm,W4,actionable_f1_lgbm_w4,train_oof,1.0,2.0,actionable_f1_lgbm_w4_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-20,BTU,Unknown,2.22,0.03561717472913546,10.5945,-6.0299,-28.177,-20.7946,False,True,True,True,-2.4777301048227494,actionable,f1,lgbm,W4,actionable_f1_lgbm_w4,train_oof,1.0,3.0,actionable_f1_lgbm_w4_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-27,DELL,Computer Processing Hardware,2.75,0.03328944473188507,0.9305,2.9136,25.4609,13.7656,True,True,True,True,10.504427272697887,actionable,f1,lgbm,W4,actionable_f1_lgbm_w4,train_oof,1.0,1.0,actionable_f1_lgbm_w4_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-27,CASY,Specialty Stores,3.51,0.019677342242857845,4.3037,3.5674,12.1789,5.8886,False,False,False,False,1.6108683429947859,actionable,f1,lgbm,W4,actionable_f1_lgbm_w4,train_oof,1.0,2.0,actionable_f1_lgbm_w4_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-27,NEM,Unknown,4.08,0.03019292795613399,8.8283,15.3706,15.1793,11.1717,False,False,False,False,0.07203456042412898,actionable,f1,lgbm,W4,actionable_f1_lgbm_w4,train_oof,1.0,3.0,actionable_f1_lgbm_w4_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-02,MRVL,Semiconductors,4.29,0.059754940439115396,17.4545,27.695,50.7818,50.1966,False,False,False,False,11.375637429545629,actionable,f1,lgbm,W4,actionable_f1_lgbm_w4,train_oof,1.0,1.0,actionable_f1_lgbm_w4_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-02,CLST,Unknown,2.05,0.00449483057522563,-5.0595,-5.0595,-5.0595,-4.8214,False,False,False,False,-0.25729417330342075,actionable,f1,lgbm,W4,actionable_f1_lgbm_w4,train_oof,1.0,2.0,actionable_f1_lgbm_w4_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-02,ECO,Marine Shipping,3.44,0.029868758957812734,-6.2229,-1.2793,5.4206,1.6045,False,False,False,False,-0.6941340143791211,actionable,f1,lgbm,W4,actionable_f1_lgbm_w4,train_oof,1.0,3.0,actionable_f1_lgbm_w4_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-10,SPIR,Unknown,1.22,0.10452582223804072,-11.7833,-25.4628,-16.5237,-17.9233,True,True,True,True,9.366351769325245,actionable,f1,lgbm,W4,actionable_f1_lgbm_w4,train_oof,2.0,1.0,actionable_f1_lgbm_w4_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-10,FRAF,Regional Banks,2.35,0.0185201186807196,2.9569,-1.3359,3.6338,1.2291,False,False,False,False,2.9530271017834875,actionable,f1,lgbm,W4,actionable_f1_lgbm_w4,train_oof,2.0,2.0,actionable_f1_lgbm_w4_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-10,SMTC,Semiconductors,2.22,0.0524969676755457,25.6533,28.0798,42.1022,25.7699,False,False,False,False,2.1981259804283013,actionable,f1,lgbm,W4,actionable_f1_lgbm_w4,train_oof,2.0,3.0,actionable_f1_lgbm_w4_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-17,JBHT,Trucking,4.74,0.018861518424174065,1.7582,1.8157,7.534,0.6408,False,False,False,False,7.045898402009044,actionable,f1,lgbm,W4,actionable_f1_lgbm_w4,train_oof,2.0,1.0,actionable_f1_lgbm_w4_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-17,OVLY,Regional Banks,0.81,0.011465099799659066,-4.5429,-5.2857,-7.3714,-5.7429,False,False,True,False,5.884428884855779,actionable,f1,lgbm,W4,actionable_f1_lgbm_w4,train_oof,2.0,2.0,actionable_f1_lgbm_w4_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-17,ALB,Unknown,3.26,0.05225536265121619,-3.913,-1.0793,-7.9693,3.8363,False,False,True,False,4.307442103943973,actionable,f1,lgbm,W4,actionable_f1_lgbm_w4,train_oof,2.0,3.0,actionable_f1_lgbm_w4_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-24,NVTS,Unknown,2.55,0.08464594562811842,1.2768,5.6297,69.762,23.7377,True,True,True,True,12.78653735609512,actionable,f1,lgbm,W4,actionable_f1_lgbm_w4,train_oof,2.0,1.0,actionable_f1_lgbm_w4_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-24,NCSM,Unknown,4.23,0.06108766710058234,-36.4615,-48.2564,-43.2949,-45.2692,True,True,True,True,11.08192278621308,actionable,f1,lgbm,W4,actionable_f1_lgbm_w4,train_oof,2.0,2.0,actionable_f1_lgbm_w4_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-24,TWST,Biotechnology,0.07,0.05048267407884108,-2.3128,-8.0543,-2.0378,-20.4755,True,True,True,True,8.486176438866176,actionable,f1,lgbm,W4,actionable_f1_lgbm_w4,train_oof,2.0,3.0,actionable_f1_lgbm_w4_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-01,BEN,Investment Managers,3.32,0.02139327970016588,4.3095,6.9223,4.2077,4.2077,False,False,False,False,11.995553811703873,actionable,f1,lgbm,W4,actionable_f1_lgbm_w4,train_oof,2.0,1.0,actionable_f1_lgbm_w4_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-01,IRM,Real Estate Investment Trusts,2.66,0.026240028141106375,1.5957,-1.3814,1.1273,-0.2858,False,False,False,False,6.166414034501164,actionable,f1,lgbm,W4,actionable_f1_lgbm_w4,train_oof,2.0,2.0,actionable_f1_lgbm_w4_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-01,NVEC,Semiconductors,1.32,0.031068935738695475,1.5268,0.9987,11.4683,3.8572,True,True,True,True,5.827703057539949,actionable,f1,lgbm,W4,actionable_f1_lgbm_w4,train_oof,2.0,3.0,actionable_f1_lgbm_w4_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29,HLT,Hotels/Resorts/Cruise lines,0.6,0.01700866168700722,6.0716,6.9531,2.9074,7.847,False,False,False,False,5.111860007336099,actionable,f1,ridge,W1,actionable_f1_ridge_w1,contaminated_validation,-1.0,1.0,actionable_f1_ridge_w1_pure_rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29,ALGM,Semiconductors,3.73,0.04355707157392975,-1.7577,6.7344,22.5964,24.9471,False,True,True,True,4.291235395988492,actionable,f1,ridge,W1,actionable_f1_ridge_w1,contaminated_validation,-1.0,2.0,actionable_f1_ridge_w1_pure_rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29,WLKP,Chemicals: Specialty,0.31,0.012270967482757588,0.31,1.1072,-1.7715,-2.0372,False,False,False,False,3.873057726082738,actionable,f1,ridge,W1,actionable_f1_ridge_w1,contaminated_validation,-1.0,3.0,actionable_f1_ridge_w1_pure_rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,AVNS,Unknown,0.97,,,,,,,,,,8.02906868136742,actionable,f1,ridge,W1,actionable_f1_ridge_w1,contaminated_validation,-1.0,1.0,actionable_f1_ridge_w1_pure_rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,PRA,Unknown,2.15,,,,,,,,,,5.297251417729515,actionable,f1,ridge,W1,actionable_f1_ridge_w1,contaminated_validation,-1.0,2.0,actionable_f1_ridge_w1_pure_rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,SPHR,Media Conglomerates,0.58,0.031123152671891696,7.7783,10.6477,15.1909,19.4528,False,False,False,False,4.352357327582041,actionable,f1,ridge,W1,actionable_f1_ridge_w1,contaminated_validation,-1.0,3.0,actionable_f1_ridge_w1_pure_rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-12,FAC,Unknown,0.2,0.12395313441465414,-11.0908,-30.4083,-43.2054,-37.599,True,True,True,True,6.718170122025972,actionable,f1,ridge,W1,actionable_f1_ridge_w1,contaminated_validation,-1.0,1.0,actionable_f1_ridge_w1_pure_rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-12,SLAB,Semiconductors,0.48,0.003202008011756949,0.0,-0.6052,-0.5097,-0.6962,False,False,False,False,4.844721323596597,actionable,f1,ridge,W1,actionable_f1_ridge_w1,contaminated_validation,-1.0,2.0,actionable_f1_ridge_w1_pure_rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-12,WEYS,Apparel/Footwear,3.21,0.01916920314297895,0.8159,2.8012,2.502,6.7446,False,False,False,False,4.00883109513194,actionable,f1,ridge,W1,actionable_f1_ridge_w1,contaminated_validation,-1.0,3.0,actionable_f1_ridge_w1_pure_rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18,CW,Aerospace & Defense,0.46,0.019023930258484614,-4.2857,-2.6257,-9.3361,-3.3264,False,False,True,False,5.177975746775476,actionable,f1,ridge,W1,actionable_f1_ridge_w1,contaminated_validation,-1.0,1.0,actionable_f1_ridge_w1_pure_rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18,AEIS,Electronic Production Equipment,4.37,0.04612915409961749,-8.3417,-18.0425,-25.2094,-18.8906,True,True,True,True,2.740103527380125,actionable,f1,ridge,W1,actionable_f1_ridge_w1,contaminated_validation,-1.0,2.0,actionable_f1_ridge_w1_pure_rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18,ADI,Semiconductors,2.9,0.033896290156328446,-11.6139,-13.8412,-14.2524,-9.6174,True,True,True,True,2.1503601151209755,actionable,f1,ridge,W1,actionable_f1_ridge_w1,contaminated_validation,-1.0,3.0,actionable_f1_ridge_w1_pure_rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-26,WSR,Unknown,0.16,,,,,,,,,,9.853859937263833,actionable,f1,ridge,W1,actionable_f1_ridge_w1,contaminated_validation,-1.0,1.0,actionable_f1_ridge_w1_pure_rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-26,STEL,Unknown,1.53,,0.1783,,,,False,,,,6.287410688541579,actionable,f1,ridge,W1,actionable_f1_ridge_w1,contaminated_validation,-1.0,2.0,actionable_f1_ridge_w1_pure_rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-26,EA,Unknown,0.39,,,,,,,,,,5.818225609931977,actionable,f1,ridge,W1,actionable_f1_ridge_w1,contaminated_validation,-1.0,3.0,actionable_f1_ridge_w1_pure_rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-02,LYV,Movies/Entertainment,3.13,0.015268566443155643,-3.3491,-3.1179,-6.3918,-4.7199,False,False,True,False,4.212832285521023,actionable,f1,ridge,W1,actionable_f1_ridge_w1,contaminated_validation,-1.0,1.0,actionable_f1_ridge_w1_pure_rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-02,PACS,Hospital/Nursing Management,4.36,0.03255850223025786,-2.5259,4.037,3.7664,5.6608,False,False,False,False,2.3632155839620417,actionable,f1,ridge,W1,actionable_f1_ridge_w1,contaminated_validation,-1.0,2.0,actionable_f1_ridge_w1_pure_rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-02,ANAB,Biotechnology,0.22,0.030024791551887545,4.7822,-8.4596,-15.7828,-14.536,False,True,True,True,1.8735236233051393,actionable,f1,ridge,W1,actionable_f1_ridge_w1,contaminated_validation,-1.0,3.0,actionable_f1_ridge_w1_pure_rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-10,AFBI,Unknown,0.22,,0.1762,1.3216,,1.3216,False,False,,False,8.602548799562262,actionable,f1,ridge,W1,actionable_f1_ridge_w1,contaminated_validation,-1.0,1.0,actionable_f1_ridge_w1_pure_rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-10,PNTG,Medical/Nursing Services,2.74,0.01718083544639882,3.1727,1.2297,-4.0826,-0.8362,False,False,True,False,2.6959315296562343,actionable,f1,ridge,W1,actionable_f1_ridge_w1,contaminated_validation,-1.0,2.0,actionable_f1_ridge_w1_pure_rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-10,DNTH,Biotechnology,1.14,0.03450252811078583,9.6232,7.8273,13.0697,10.9935,False,False,False,False,1.7557757771711802,actionable,f1,ridge,W1,actionable_f1_ridge_w1,contaminated_validation,-1.0,3.0,actionable_f1_ridge_w1_pure_rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-17,IRM,Real Estate Investment Trusts,0.63,0.020524162649320613,3.7603,-1.0836,4.666,-2.0298,False,False,False,False,6.1956982148211,actionable,f1,ridge,W1,actionable_f1_ridge_w1,contaminated_validation,-1.0,1.0,actionable_f1_ridge_w1_pure_rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-17,SNDR,Trucking,1.87,0.018556957312124374,-0.1328,-5.0982,-4.1423,-5.3903,False,True,True,True,3.371603199873407,actionable,f1,ridge,W1,actionable_f1_ridge_w1,contaminated_validation,-1.0,2.0,actionable_f1_ridge_w1_pure_rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-17,ASB,Major Banks,0.9,0.014206440806323247,-1.7538,-1.5306,3.0931,-0.2551,False,False,False,False,3.354320670684558,actionable,f1,ridge,W1,actionable_f1_ridge_w1,contaminated_validation,-1.0,3.0,actionable_f1_ridge_w1_pure_rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-24,WRLD,Finance/Rental/Leasing,1.2,0.041022592480006094,-12.1464,-8.5699,-8.0129,-4.8468,True,True,True,True,7.167154198898698,actionable,f1,ridge,W1,actionable_f1_ridge_w1,contaminated_validation,-1.0,1.0,actionable_f1_ridge_w1_pure_rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-24,NWFL,Regional Banks,2.67,0.020955683621600427,3.125,2.6396,2.4575,4.642,False,False,False,False,3.777381839982434,actionable,f1,ridge,W1,actionable_f1_ridge_w1,contaminated_validation,-1.0,2.0,actionable_f1_ridge_w1_pure_rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-24,ACNB,Regional Banks,2.0,0.018781857733275543,3.6989,3.5381,3.6507,4.4226,False,False,False,False,3.442446887290731,actionable,f1,ridge,W1,actionable_f1_ridge_w1,contaminated_validation,-1.0,3.0,actionable_f1_ridge_w1_pure_rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
