eps_mode,variant,rule,entry_status,universe_top5,picks,top5_picks,gain5_picks,bottom5_picks,stop_picks
with_eps,signal_shadow_top3,three_weeks_tight,EXTENDED,1,0,0,0,0,0
with_eps,signal_shadow_top3,three_weeks_tight,UNCONFIRMED,1,0,0,0,0,0
with_eps,research_fresh_demand_proximity_first,ceiling,ACTIONABLE,16,73,4,5,10,9
with_eps,research_fresh_demand_proximity_first,ceiling,EXTENDED,28,0,0,0,0,0
with_eps,research_fresh_demand_proximity_first,ceiling,UNCONFIRMED,21,0,0,0,0,0
with_eps,research_fresh_demand_proximity_first,ceiling_pullback,ACTIONABLE,2,4,1,1,2,1
with_eps,research_fresh_demand_proximity_first,ceiling_pullback,EXTENDED,3,0,0,0,0,0
with_eps,research_fresh_demand_proximity_first,ceiling_pullback,UNCONFIRMED,4,0,0,0,0,0
with_eps,research_fresh_demand_proximity_first,ma10_touch_confirm,ACTIONABLE,8,11,2,2,2,2
with_eps,research_fresh_demand_proximity_first,ma10_touch_confirm,EXTENDED,10,0,0,0,0,0
with_eps,research_fresh_demand_proximity_first,ma10_touch_confirm,UNCONFIRMED,32,0,0,0,0,0
with_eps,research_fresh_demand_proximity_first,pivot,ACTIONABLE,13,12,3,3,2,2
with_eps,research_fresh_demand_proximity_first,pivot,EXTENDED,22,0,0,0,0,0
with_eps,research_fresh_demand_proximity_first,pivot,UNCONFIRMED,43,0,0,0,0,0
with_eps,research_fresh_demand_proximity_first,three_weeks_tight,ACTIONABLE,1,1,0,0,0,0
with_eps,research_fresh_demand_proximity_first,three_weeks_tight,EXTENDED,1,0,0,0,0,0
with_eps,research_fresh_demand_proximity_first,three_weeks_tight,UNCONFIRMED,1,0,0,0,0,0
with_eps,research_pullback_vcp_lane_interleave,ceiling,ACTIONABLE,16,24,3,4,7,4
with_eps,research_pullback_vcp_lane_interleave,ceiling,EXTENDED,28,0,0,0,0,0
with_eps,research_pullback_vcp_lane_interleave,ceiling,UNCONFIRMED,21,0,0,0,0,0
with_eps,research_pullback_vcp_lane_interleave,ceiling_pullback,ACTIONABLE,2,6,1,1,2,2
